IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2470000000 7.542075e+03 
2472000000 7.518950e+03 
2474000000 7.536600e+03 
2476000000 7.525825e+03 
2478000000 7.529225e+03 
2480000000 7.557800e+03 
2482000000 7.550375e+03 
2484000000 7.517975e+03 
2486000000 7.544350e+03 
2488000000 7.530050e+03 
2490000000 7.547550e+03 
2492000000 7.550775e+03 
2494000000 7.549325e+03 
2496000000 7.532600e+03 
2498000000 7.559900e+03 
2500000000 7.531600e+03 
2502000000 7.522075e+03 
2504000000 7.547500e+03 
2506000000 7.558275e+03 
2508000000 7.548825e+03 
2510000000 7.543450e+03 
2512000000 7.548500e+03 
2514000000 7.526300e+03 
2516000000 7.548525e+03 
2518000000 7.540050e+03 
2520000000 7.560525e+03 
2.522000e+09 7.568525e+03 
2524000000 7.556050e+03 
2.526000e+09 7.542500e+03 
2528000000 7.549675e+03 
2.530000e+09 7.550325e+03 
2532000000 7.539275e+03 
2.534000e+09 7.554250e+03 
2536000000 7.570975e+03 
2.538000e+09 7.549600e+03 
2540000000 7.547525e+03 
2.542000e+09 7.574200e+03 
2544000000 7.562575e+03 
2.546000e+09 7.569500e+03 
2548000000 7.578050e+03 
2.550000e+09 7.553075e+03 
2552000000 7.572975e+03 
2.554000e+09 7.578900e+03 
2556000000 7.551900e+03 
2.558000e+09 7.552125e+03 
2560000000 7.556900e+03 
2.562000e+09 7.543825e+03 
2564000000 7.579575e+03 
2.566000e+09 7.554575e+03 
2568000000 7.560800e+03 
2.570000e+09 7.571325e+03 
2572000000 7.552500e+03 
2.574000e+09 7.552375e+03 
2576000000 7.562175e+03 
2.578000e+09 7.564675e+03 
2580000000 7.524050e+03 
2.582000e+09 7552 
2584000000 7.536150e+03 
2.586000e+09 7.553950e+03 
2588000000 7.563450e+03 
2.590000e+09 7.540075e+03 
2592000000 7.531650e+03 
2.594000e+09 7.559975e+03 
2596000000 7.549325e+03 
2.598000e+09 7.579875e+03 
2600000000 7.558250e+03 
2.602000e+09 7.566700e+03 
2604000000 7.569150e+03 
2.606000e+09 7.565225e+03 
2608000000 7.570800e+03 
2.610000e+09 7.579450e+03 
2612000000 7.544225e+03 
2.614000e+09 7.551650e+03 
2616000000 7.566800e+03 
2.618000e+09 7.560525e+03 
2620000000 7.560850e+03 
2.622000e+09 7.566725e+03 
2624000000 7.573700e+03 
2.626000e+09 7.574275e+03 
2628000000 7.557300e+03 
2.630000e+09 7.552525e+03 
2632000000 7.557100e+03 
2.634000e+09 7.570375e+03 
2636000000 7.579025e+03 
2.638000e+09 7.574750e+03 
2640000000 7.548775e+03 
2.642000e+09 7.570200e+03 
2644000000 7.537325e+03 
2646000000 7.538675e+03 
2648000000 7.524150e+03 
2.650000e+09 7.492875e+03 
2652000000 7.516850e+03 
2654000000 7.476575e+03 
2656000000 7.454925e+03 
2.658000e+09 7.447750e+03 
2660000000 7.458675e+03 
2662000000 7.454475e+03 
2664000000 7.489125e+03 
2.666000e+09 7.478950e+03 
2668000000 7.506550e+03 
2670000000 7.519625e+03 
2672000000 7.534900e+03 
2.674000e+09 7.581875e+03 
2676000000 7.573350e+03 
2678000000 7.548725e+03 
2680000000 7.564125e+03 
2.682000e+09 7.576725e+03 
2684000000 7.551250e+03 
2686000000 7.585200e+03 
2688000000 7.555975e+03 
2.690000e+09 7.570750e+03 
2692000000 7.564500e+03 
2694000000 7.570875e+03 
2696000000 7.577300e+03 
2698000000 7.586150e+03 
2700000000 7.581525e+03 
2702000000 7.592750e+03 
2704000000 7.570800e+03 
2706000000 7.558075e+03 
2708000000 7.596825e+03 
2710000000 7.560075e+03 
2712000000 7.575475e+03 
2714000000 7.530125e+03 
2716000000 7.597350e+03 
2718000000 7.580050e+03 
2720000000 7.581525e+03 
2722000000 7.571225e+03 
2724000000 7.572950e+03 
2726000000 7.583175e+03 
2728000000 7.564650e+03 
2730000000 7.575075e+03 
2732000000 7.565775e+03 
2734000000 7.547350e+03 
2736000000 7.561800e+03 
2738000000 7.583400e+03 
2740000000 7.565750e+03 
2742000000 7.574450e+03 
2744000000 7.591200e+03 
2746000000 7.567375e+03 
2748000000 7.570900e+03 
2750000000 7.558625e+03 
2752000000 7.582500e+03 
2754000000 7.556775e+03 
2756000000 7.559200e+03 
2758000000 7.547300e+03 
2760000000 7.557075e+03 
2762000000 7.568650e+03 
2764000000 7.549625e+03 
2766000000 7.563650e+03 
2768000000 7.563050e+03 
2770000000 7.574375e+03 
2.772000e+09 7.554025e+03 
2774000000 7.562725e+03 
2.776000e+09 7.569675e+03 
2778000000 7.560025e+03 
2.780000e+09 7.575700e+03 
2782000000 7.548250e+03 
2.784000e+09 7.582750e+03 
2786000000 7.562300e+03 
2.788000e+09 7.549375e+03 
2790000000 7.562600e+03 
2.792000e+09 7.563850e+03 
2794000000 7.566850e+03 
2.796000e+09 7.557325e+03 
2798000000 7.561475e+03 
2.800000e+09 7.552225e+03 
2802000000 7.583150e+03 
2.804000e+09 7.555275e+03 
2806000000 7.550350e+03 
2.808000e+09 7.551125e+03 
2810000000 7.575775e+03 
2.812000e+09 7.548800e+03 
2814000000 7.571150e+03 
2.816000e+09 7.557775e+03 
2818000000 7.555925e+03 
2.820000e+09 7.559400e+03 
2822000000 7.568325e+03 
2.824000e+09 7.569400e+03 
2826000000 7.577450e+03 
2.828000e+09 7.569925e+03 
2830000000 7.554400e+03 
2832000000 7.566025e+03 
2834000000 7.577850e+03 
2.836000e+09 7.570925e+03 
2838000000 7.550175e+03 
2.840000e+09 7.557900e+03 
2842000000 7.565275e+03 
2.844000e+09 7.564175e+03 
2846000000 7.553275e+03 
2848000000 7.551300e+03 
2850000000 7.522200e+03 
2.852000e+09 7.516750e+03 
2854000000 7.482500e+03 
2.856000e+09 7.470350e+03 
2858000000 7.471050e+03 
2.860000e+09 7.444800e+03 
2862000000 7.428700e+03 
2864000000 7.450100e+03 
2866000000 7.454400e+03 
2.868000e+09 7.497575e+03 
2870000000 7.495625e+03 

END
