IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2600000000 2.588842e+03 
2602185000 2.592108e+03 
2.604370e+09 2.585967e+03 
2606555000 2.584875e+03 
2608740000 2.587917e+03 
2610925000 2.585137e+03 
2.613110e+09 2.587562e+03 
2615295000 2.580075e+03 
2617480000 2.582929e+03 
2619665000 2.581383e+03 
2621850000 2.578550e+03 
2624035000 2.583417e+03 
2626220000 2.587071e+03 
2628405000 2.581833e+03 
2630590000 2.587083e+03 
2632775000 2.584883e+03 
2634960000 2.584754e+03 
2.637145e+09 2.584817e+03 
2639330000 2.584042e+03 
2641515000 2.579763e+03 
2643700000 2.582967e+03 
2.645885e+09 2.584850e+03 
2648070000 2.590054e+03 
2650255000 2.582533e+03 
2652440000 2.589900e+03 
2654625000 2.584704e+03 
2656810000 2.583608e+03 
2658995000 2.588812e+03 
2661180000 2.589867e+03 
2663365000 2.587387e+03 
2665550000 2.589983e+03 
2667735000 2.584796e+03 
2669920000 2.583442e+03 
2672105000 2.589654e+03 
2674290000 2.584179e+03 
2676475000 2.583875e+03 
2.678660e+09 2.581233e+03 
2680845000 2.585854e+03 
2683030000 2.586917e+03 
2685215000 2.579967e+03 
2687400000 2.589217e+03 
2689585000 2.578183e+03 
2691770000 2.582717e+03 
2693955000 2.582696e+03 
2696140000 2.584371e+03 
2698325000 2.580088e+03 
2700510000 2.587833e+03 
2702695000 2.584608e+03 
2704880000 2.581492e+03 
2707065000 2.584696e+03 
2709250000 2.579133e+03 
2.711435e+09 2.589896e+03 
2713620000 2.584787e+03 
2715805000 2.582925e+03 
2717990000 2.585221e+03 
2720175000 2.582829e+03 
2722360000 2.583963e+03 
2724545000 2.580071e+03 
2726730000 2.574571e+03 
2728915000 2.565262e+03 
2731100000 2.555367e+03 
2733285000 2.543787e+03 
2735470000 2.542475e+03 
2737655000 2.553746e+03 
2739840000 2.561121e+03 
2742025000 2.573246e+03 
2744210000 2.576050e+03 
2746395000 2.578233e+03 
2748580000 2.590225e+03 
2750765000 2.583100e+03 
2752950000 2.581504e+03 
2755135000 2.580508e+03 
2757320000 2.581875e+03 
2759505000 2.582458e+03 
2761690000 2.582992e+03 
2763875000 2.579954e+03 
2766060000 2.582821e+03 
2768245000 2.586658e+03 
2770430000 2.584787e+03 
2772615000 2.584554e+03 
2774800000 2.577796e+03 
2776985000 2.582258e+03 
2779170000 2.580971e+03 
2781355000 2.580758e+03 
2783540000 2.581583e+03 
2785725000 2.581454e+03 
2787910000 2.573204e+03 
2790095000 2.566417e+03 
2792280000 2.559758e+03 
2794465000 2.563471e+03 
2796650000 2.562312e+03 
2798835000 2.570337e+03 
2801020000 2.579117e+03 
2803205000 2.576908e+03 
2805390000 2.581513e+03 
2807575000 2.580721e+03 
2809760000 2.581100e+03 
2811945000 2.581858e+03 
2814130000 2.585804e+03 
2816315000 2.586750e+03 
2818500000 2.585821e+03 
2820685000 2.584396e+03 
2822870000 2.582671e+03 
2825055000 2.582529e+03 
2.827240e+09 2.586375e+03 
2829425000 2.577858e+03 
2831610000 2.583621e+03 
2833795000 2.575329e+03 
2835980000 2.580013e+03 
2838165000 2.579133e+03 
2840350000 2.576412e+03 
2842535000 2.564900e+03 
2844720000 2.555904e+03 
2846905000 2.554542e+03 
2849090000 2.543596e+03 
2851275000 2.550592e+03 
2853460000 2.563967e+03 
2855645000 2.559238e+03 
2857830000 2.569787e+03 
2.860015e+09 2.560750e+03 
2862200000 2.557104e+03 
2864385000 2.556988e+03 
2866570000 2.561658e+03 
2868755000 2.562138e+03 
2870940000 2.574892e+03 
2873125000 2.577367e+03 
2875310000 2.581525e+03 
2877495000 2.584167e+03 
2879680000 2.579892e+03 
2881865000 2.585917e+03 
2884050000 2.587742e+03 
2886235000 2.585254e+03 
2888420000 2.579596e+03 
2890605000 2.577167e+03 
2.892790e+09 2.581008e+03 
2894975000 2.579846e+03 
2897160000 2.575671e+03 
2899345000 2.572558e+03 
2901530000 2.554804e+03 
2903715000 2.554917e+03 
2905900000 2.559142e+03 
2908085000 2.557729e+03 
2910270000 2.557713e+03 
2912455000 2.555388e+03 
2914640000 2.549175e+03 
2916825000 2.541225e+03 
2919010000 2.550933e+03 
2921195000 2.548429e+03 
2923380000 2.558092e+03 
2.925565e+09 2.572779e+03 
2927750000 2.576825e+03 
2929935000 2.581967e+03 
2932120000 2.583229e+03 
2934305000 2.581583e+03 
2936490000 2.580625e+03 
2938675000 2.584375e+03 
2940860000 2.582404e+03 
2943045000 2.577812e+03 
2945230000 2.585163e+03 
2947415000 2.579054e+03 
2949600000 2.583612e+03 
2951785000 2.588833e+03 
2953970000 2.581325e+03 
2956155000 2.579650e+03 
2.958340e+09 2.577250e+03 
2960525000 2.570296e+03 
2962710000 2.567554e+03 
2964895000 2.559983e+03 
2967080000 2.560100e+03 
2969265000 2.568908e+03 
2971450000 2.570629e+03 
2973635000 2.577129e+03 
2975820000 2.576992e+03 
2978005000 2.579442e+03 
2980190000 2.576629e+03 
2982375000 2.577650e+03 
2984560000 2.588075e+03 
2986745000 2.581471e+03 
2988930000 2.579537e+03 
2.991115e+09 2.582646e+03 
2993300000 2.583033e+03 
2995485000 2.584108e+03 
2997670000 2.580171e+03 
2999855000 2.578375e+03 
3002040000 2.579825e+03 
3004225000 2.577667e+03 
3006410000 2.571054e+03 
3.008595e+09 2.559179e+03 
3010780000 2.549504e+03 
3012965000 2.548021e+03 
3015150000 2.545029e+03 
3017335000 2.558283e+03 
3019520000 2.565938e+03 
3021705000 2.577967e+03 
3.023890e+09 2.582900e+03 
3026075000 2.584992e+03 
3028260000 2.584704e+03 
3030445000 2.585129e+03 
3032630000 2.588637e+03 
