IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
3870000000 7.663688e+03 
3870200000 7.666175e+03 
3870400000 7.665062e+03 
3870600000 7.647050e+03 
3870800000 7.672587e+03 
3871000000 7.681012e+03 
3871200000 7.674900e+03 
3871400000 7.665887e+03 
3871600000 7.669850e+03 
3871800000 7.669175e+03 
3872000000 7.670087e+03 
3.872200e+09 7.666913e+03 
3.872400e+09 7.667888e+03 
3.872600e+09 7.671462e+03 
3.872800e+09 7.668138e+03 
3873000000 7.659950e+03 
3873200000 7.664650e+03 
3873400000 7667 
3873600000 7.660975e+03 
3873800000 7.663688e+03 
3874000000 7.654312e+03 
3874200000 7.657913e+03 
3874400000 7.664725e+03 
3874600000 7.664512e+03 
3874800000 7.679175e+03 
3875000000 7.677413e+03 
3875200000 7.666600e+03 
3875400000 7.676688e+03 
3875600000 7.667737e+03 
3875800000 7.660650e+03 
3.876000e+09 7656 
3.876200e+09 7.650663e+03 
3.876400e+09 7.655337e+03 
3.876600e+09 7.654775e+03 
3.876800e+09 7.662038e+03 
3877000000 7.665663e+03 
3877200000 7.654938e+03 
3877400000 7.652725e+03 
3877600000 7.661587e+03 
3877800000 7.641387e+03 
3878000000 7.651587e+03 
3878200000 7.645062e+03 
3878400000 7.630012e+03 
3878600000 7.635625e+03 
3878800000 7.653725e+03 
3879000000 7.652737e+03 
3879200000 7.640075e+03 
3879400000 7.633900e+03 
3879600000 7.647212e+03 
3879800000 7.626050e+03 
3880000000 7.639825e+03 
3.880200e+09 7.644025e+03 
3.880400e+09 7.634013e+03 
3.880600e+09 7.623850e+03 
3.880800e+09 7.634038e+03 
3881000000 7.627487e+03 
3881200000 7.624887e+03 
3881400000 7.610837e+03 
3881600000 7.604625e+03 
3881800000 7.603462e+03 
3882000000 7.594200e+03 
3882200000 7.593913e+03 
3882400000 7.583725e+03 
3882600000 7.598450e+03 
3882800000 7.569112e+03 
3883000000 7.578450e+03 
3883200000 7.570438e+03 
3883400000 7.567350e+03 
3883600000 7.568462e+03 
3883800000 7.567600e+03 
3.884000e+09 7.555038e+03 
3.884200e+09 7.567038e+03 
3.884400e+09 7.567125e+03 
3.884600e+09 7.571188e+03 
3.884800e+09 7.565125e+03 
3885000000 7.566050e+03 
3885200000 7.573250e+03 
3885400000 7.560663e+03 
3885600000 7.579087e+03 
3885800000 7.571525e+03 
3886000000 7.578962e+03 
3886200000 7.580325e+03 
3886400000 7.574625e+03 
3886600000 7.596288e+03 
3886800000 7.597337e+03 
3887000000 7.585600e+03 
3887200000 7.601450e+03 
