IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2470000000 8.075875e+03 
2472000000 8.053675e+03 
2474000000 8.096225e+03 
2476000000 8.065400e+03 
2478000000 8.069375e+03 
2480000000 8.072825e+03 
2482000000 8.077025e+03 
2484000000 8.089925e+03 
2486000000 8.095125e+03 
2488000000 8.101400e+03 
2490000000 8.072575e+03 
2492000000 8.097975e+03 
2494000000 8.067125e+03 
2496000000 8.081875e+03 
2498000000 8.067700e+03 
2500000000 8.073825e+03 
2502000000 8.077375e+03 
2504000000 8.089975e+03 
2506000000 8.094250e+03 
2508000000 8.064975e+03 
2510000000 8.082700e+03 
2512000000 8.088850e+03 
2514000000 8.090650e+03 
2516000000 8.060775e+03 
2518000000 8.078600e+03 
2520000000 8.084175e+03 
2.522000e+09 8.075975e+03 
2524000000 8.081175e+03 
2.526000e+09 8.086975e+03 
2528000000 8.083975e+03 
2.530000e+09 8.085150e+03 
2532000000 8.074200e+03 
2.534000e+09 8.068725e+03 
2536000000 8.060700e+03 
2.538000e+09 8.065475e+03 
2540000000 8070 
2.542000e+09 8.078150e+03 
2544000000 8.065400e+03 
2.546000e+09 8.087425e+03 
2548000000 8.074200e+03 
2.550000e+09 8.096850e+03 
2552000000 8.079075e+03 
2.554000e+09 8.104550e+03 
2556000000 8.085975e+03 
2.558000e+09 8.088675e+03 
2560000000 8.076350e+03 
2.562000e+09 8.084525e+03 
2564000000 8.081475e+03 
2.566000e+09 8.081750e+03 
2568000000 8.082225e+03 
2.570000e+09 8.076675e+03 
2572000000 8.077375e+03 
2.574000e+09 8.078400e+03 
2576000000 8.078450e+03 
2.578000e+09 8.083150e+03 
2580000000 8.077750e+03 
2.582000e+09 8.064450e+03 
2584000000 8.085200e+03 
2.586000e+09 8.088300e+03 
2588000000 8.092475e+03 
2.590000e+09 8.075275e+03 
2592000000 8.073700e+03 
2.594000e+09 8.077625e+03 
2596000000 8.069350e+03 
2.598000e+09 8.078675e+03 
2600000000 8.067550e+03 
2.602000e+09 8.081375e+03 
2604000000 8085 
