IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2200000000 6.878200e+03 
2202500000 6.853100e+03 
2205000000 6.881750e+03 
2207500000 6.876525e+03 
2210000000 6.866125e+03 
2.212500e+09 6.873925e+03 
2.215000e+09 6.861125e+03 
2.217500e+09 6.863350e+03 
2220000000 6842 
2222500000 6.866350e+03 
2225000000 6.849450e+03 
2227500000 6.860825e+03 
2230000000 6.846325e+03 
2.232500e+09 6.863825e+03 
2.235000e+09 6.889575e+03 
2.237500e+09 6.853200e+03 
2240000000 6.869150e+03 
2242500000 6.837700e+03 
2245000000 6.875325e+03 
2247500000 6.870875e+03 
2250000000 6.872025e+03 
2.252500e+09 6.860075e+03 
2.255000e+09 6.867525e+03 
2.257500e+09 6.857025e+03 
2260000000 6.878175e+03 
2262500000 6.879300e+03 
2265000000 6.863300e+03 
2267500000 6.867900e+03 
2270000000 6.872875e+03 
2272500000 6.858775e+03 
2.275000e+09 6.872450e+03 
2.277500e+09 6.867400e+03 
2.280000e+09 6.883275e+03 
2282500000 6.872700e+03 
2285000000 6.858600e+03 
2287500000 6.867375e+03 
2290000000 6.846200e+03 
2292500000 6.863700e+03 
2.295000e+09 6.856550e+03 
2.297500e+09 6.872600e+03 
2.300000e+09 6.863525e+03 
2302500000 6.868850e+03 
2305000000 6.876325e+03 
2307500000 6.869625e+03 
2310000000 6.869350e+03 
2312500000 6.850975e+03 
2.315000e+09 6.881975e+03 
2.317500e+09 6.872200e+03 
2.320000e+09 6.872450e+03 
2322500000 6.870025e+03 
2325000000 6.864225e+03 
2327500000 6.848700e+03 
2330000000 6.869250e+03 
2332500000 6.859825e+03 
2335000000 6.868025e+03 
2.337500e+09 6.867475e+03 
2.340000e+09 6.869750e+03 
2.342500e+09 6.870925e+03 
2345000000 6.861525e+03 
2347500000 6.877125e+03 
2350000000 6.871825e+03 
2352500000 6.866500e+03 
2355000000 6867 
2.357500e+09 6.862075e+03 
2.360000e+09 6.851475e+03 
