IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
4570000000 7.773393e+03 
4.570200e+09 7.774642e+03 
4570400000 7.773937e+03 
4.570600e+09 7.775173e+03 
4570800000 7.775580e+03 
4.571000e+09 7.773403e+03 
4571200000 7.774976e+03 
4.571400e+09 7.775010e+03 
4571600000 7.771603e+03 
4.571800e+09 7.772987e+03 
4572000000 7.774732e+03 
4.572200e+09 7.771746e+03 
4572400000 7.774558e+03 
4572600000 7.775221e+03 
4572800000 7.775783e+03 
4573000000 7.772203e+03 
4573200000 7.773462e+03 
4573400000 7.772048e+03 
4573600000 7.771386e+03 
4573800000 7.773037e+03 
4574000000 7.772307e+03 
4574200000 7.773526e+03 
4.574400e+09 7.773796e+03 
4574600000 7.772295e+03 
4.574800e+09 7.775004e+03 
4575000000 7.772766e+03 
4.575200e+09 7.774142e+03 
4575400000 7.773983e+03 
4.575600e+09 7.774102e+03 
4575800000 7.773483e+03 
4.576000e+09 7.774062e+03 
4576200000 7.773782e+03 
4576400000 7.774972e+03 
4576600000 7.771678e+03 
4576800000 7.771127e+03 
4577000000 7.773251e+03 
4577200000 7.772889e+03 
4577400000 7.776394e+03 
4577600000 7.772346e+03 
4577800000 7.770553e+03 
4578000000 7.770659e+03 
4.578200e+09 7.772754e+03 
4578400000 7.770675e+03 
4.578600e+09 7.772043e+03 
4578800000 7.770876e+03 
4.579000e+09 7.773591e+03 
4579200000 7.772661e+03 
4.579400e+09 7.770134e+03 
4579600000 7.771056e+03 
4.579800e+09 7.770456e+03 
4580000000 7.770973e+03 
4.580200e+09 7.771387e+03 
4580400000 7.770810e+03 
4580600000 7.770633e+03 
4580800000 7.769679e+03 
4581000000 7.768753e+03 
4581200000 7.765491e+03 
4581400000 7.766665e+03 
4581600000 7.764425e+03 
4581800000 7.765052e+03 
4.582000e+09 7.765439e+03 
4582200000 7.766802e+03 
4.582400e+09 7.764784e+03 
4582600000 7.763313e+03 
4.582800e+09 7.764534e+03 
4583000000 7.766595e+03 
4.583200e+09 7.762252e+03 
4583400000 7.760611e+03 
4.583600e+09 7.762017e+03 
4583800000 7.762352e+03 
4.584000e+09 7.759558e+03 
4584200000 7.757570e+03 
4584400000 7.756006e+03 
4584600000 7.755367e+03 
4584800000 7.753512e+03 
4585000000 7.752984e+03 
4585200000 7.751052e+03 
4585400000 7.749009e+03 
4585600000 7.746704e+03 
4585800000 7.745593e+03 
4586000000 7.739780e+03 
4.586200e+09 7.736392e+03 
4586400000 7.734792e+03 
4.586600e+09 7.728859e+03 
4586800000 7.723503e+03 
4.587000e+09 7.717183e+03 
4587200000 7.709857e+03 
4.587400e+09 7.702349e+03 
4587600000 7.700204e+03 
4.587800e+09 7.691273e+03 
4588000000 7.684702e+03 
4.588200e+09 7.678717e+03 
4588400000 7.674208e+03 
4588600000 7.667287e+03 
4588800000 7.666590e+03 
4589000000 7.668677e+03 
4589200000 7.673346e+03 
4589400000 7.677315e+03 
4589600000 7.678274e+03 
4589800000 7.681738e+03 
4590000000 7.686563e+03 
4590200000 7.691521e+03 
4.590400e+09 7.695713e+03 
4590600000 7.697017e+03 
4.590800e+09 7.698999e+03 
4591000000 7.701009e+03 
4.591200e+09 7.705581e+03 
4591400000 7.713148e+03 
4.591600e+09 7.711571e+03 
4591800000 7.718988e+03 
4.592000e+09 7.722618e+03 
4592200000 7.725588e+03 
4.592400e+09 7.731364e+03 
4592600000 7.731237e+03 
4592800000 7.733696e+03 
4593000000 7.737679e+03 
4593200000 7.736623e+03 
4593400000 7.740062e+03 
4593600000 7.742843e+03 
4593800000 7.742287e+03 
4594000000 7.746544e+03 
4.594200e+09 7.750016e+03 
4594400000 7.749183e+03 
4.594600e+09 7.754877e+03 
4594800000 7.754828e+03 
4.595000e+09 7.753787e+03 
4595200000 7.755144e+03 
4.595400e+09 7.756395e+03 
4595600000 7.754742e+03 
