IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2570000000 8.301100e+03 
2.572150e+09 8.319425e+03 
2574300000 8.324075e+03 
2576450000 8.317525e+03 
2578600000 8.319925e+03 
2.580750e+09 8.305700e+03 
2582900000 8.310950e+03 
2585050000 8.311550e+03 
2.587200e+09 8.313675e+03 
2589350000 8.303800e+03 
2591500000 8.305575e+03 
2593650000 8.304175e+03 
2.595800e+09 8.291675e+03 
2597950000 8.322150e+03 
2600100000 8.309250e+03 
2.602250e+09 8.341350e+03 
2604400000 8306 
2606550000 8.299050e+03 
2608700000 8.306525e+03 
2.610850e+09 8.335700e+03 
2613000000 8.309275e+03 
2615150000 8.320650e+03 
2.617300e+09 8.283225e+03 
2619450000 8.294575e+03 
2621600000 8.263825e+03 
2623750000 8.268225e+03 
2.625900e+09 8.291925e+03 
2628050000 8.293975e+03 
2630200000 8.280525e+03 
2.632350e+09 8.249175e+03 
2634500000 8.260525e+03 
2636650000 8.259525e+03 
2638800000 8.295375e+03 
2.640950e+09 8.272775e+03 
2643100000 8.312725e+03 
2645250000 8.293425e+03 
2.647400e+09 8.282050e+03 
2649550000 8.318225e+03 
2651700000 8.283900e+03 
2653850000 8.323425e+03 
2.656000e+09 8.322600e+03 
2658150000 8.287525e+03 
2660300000 8.300625e+03 
2.662450e+09 8.287025e+03 
2664600000 8.259500e+03 
2666750000 8.240450e+03 
2668900000 8.230925e+03 
2.671050e+09 8.265725e+03 
2673200000 8.250425e+03 
2675350000 8.250800e+03 
2677500000 8.290300e+03 
2679650000 8.285425e+03 
2681800000 8.285400e+03 
2683950000 8.310750e+03 
2.686100e+09 8.331125e+03 
2688250000 8.300775e+03 
2690400000 8.327850e+03 
2692550000 8.314450e+03 
2694700000 8.298650e+03 
2696850000 8.285525e+03 
2699000000 8.262800e+03 
2.701150e+09 8.260750e+03 
2703300000 8.266025e+03 
2705450000 8.247075e+03 
2707600000 8.279900e+03 
2.709750e+09 8.267375e+03 
2711900000 8.264475e+03 
2714050000 8.286650e+03 
2.716200e+09 8.295375e+03 
2718350000 8.293775e+03 
2720500000 8.319625e+03 
2722650000 8.314850e+03 
2724800000 8.317500e+03 
2726950000 8.327600e+03 
2729100000 8.316675e+03 
2.731250e+09 8.330700e+03 
2733400000 8.343350e+03 
2735550000 8.309725e+03 
2737700000 8.301825e+03 
2.739850e+09 8.303275e+03 
2742000000 8.306400e+03 
2744150000 8.296250e+03 
2.746300e+09 8.308350e+03 
2748450000 8.294450e+03 
2750600000 8.325625e+03 
2752750000 8.295350e+03 
2754900000 8.317725e+03 
2757050000 8.317925e+03 
2759200000 8.342675e+03 
2.761350e+09 8.316300e+03 
2763500000 8.318400e+03 
2765650000 8.301075e+03 
2767800000 8.319625e+03 
2.769950e+09 8.319800e+03 
2772100000 8.324675e+03 
2774250000 8.304925e+03 
2.776400e+09 8.331850e+03 
2778550000 8.329575e+03 
2780700000 8.319375e+03 
2782850000 8.322450e+03 
2785000000 8317 
2787150000 8.316625e+03 
2789300000 8.316600e+03 
2791450000 8.314175e+03 
2793600000 8.295375e+03 
2795750000 8.305275e+03 
2797900000 8.305675e+03 
2.800050e+09 8.335325e+03 
2802200000 8.346475e+03 
2804350000 8.306875e+03 
2806500000 8.328150e+03 
2808650000 8.346075e+03 
2810800000 8.330650e+03 
2812950000 8.338150e+03 
2815100000 8.289900e+03 
2817250000 8.324250e+03 
2819400000 8.326425e+03 
2821550000 8.331075e+03 
2823700000 8.333475e+03 
2825850000 8.327850e+03 
2828000000 8.334150e+03 
