IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2570000000 8.363575e+03 
2.572150e+09 8.355225e+03 
2574300000 8.374725e+03 
2576450000 8.351575e+03 
2578600000 8.347775e+03 
2.580750e+09 8.329275e+03 
2582900000 8.345400e+03 
2585050000 8.352125e+03 
2.587200e+09 8.392675e+03 
2589350000 8.362350e+03 
2591500000 8.360725e+03 
2593650000 8.355500e+03 
2.595800e+09 8.349250e+03 
2597950000 8.351600e+03 
2600100000 8.337325e+03 
2.602250e+09 8.358175e+03 
2604400000 8.338375e+03 
2606550000 8.357750e+03 
2608700000 8.359075e+03 
2.610850e+09 8.360450e+03 
2613000000 8.378225e+03 
2615150000 8.349650e+03 
2.617300e+09 8.363250e+03 
2619450000 8.327100e+03 
2621600000 8.332375e+03 
2623750000 8.310050e+03 
2.625900e+09 8.313125e+03 
2628050000 8.317750e+03 
2630200000 8.306625e+03 
2.632350e+09 8293 
2634500000 8.315925e+03 
2636650000 8.301850e+03 
2638800000 8.344050e+03 
2.640950e+09 8.349875e+03 
2643100000 8.372075e+03 
2645250000 8.369050e+03 
2.647400e+09 8.335075e+03 
2649550000 8.358125e+03 
2651700000 8.357625e+03 
2653850000 8.351775e+03 
2.656000e+09 8366 
2658150000 8.354525e+03 
2660300000 8.333025e+03 
2.662450e+09 8.326325e+03 
2664600000 8.304625e+03 
2666750000 8.280825e+03 
2668900000 8.289125e+03 
2.671050e+09 8.265350e+03 
2673200000 8.304850e+03 
2675350000 8.294025e+03 
2677500000 8.279975e+03 
2679650000 8.325550e+03 
2681800000 8.344075e+03 
2683950000 8.357350e+03 
2.686100e+09 8.349550e+03 
2688250000 8.361625e+03 
2690400000 8.333875e+03 
2692550000 8.357700e+03 
2694700000 8.345025e+03 
2696850000 8.331150e+03 
2699000000 8.333025e+03 
2.701150e+09 8.293100e+03 
2703300000 8.302775e+03 
2705450000 8.289925e+03 
2707600000 8.316775e+03 
2.709750e+09 8.321525e+03 
2711900000 8.315825e+03 
2714050000 8.345675e+03 
2.716200e+09 8.331625e+03 
2718350000 8.337650e+03 
2720500000 8.347125e+03 
2722650000 8.363600e+03 
2724800000 8.358500e+03 
2726950000 8.359250e+03 
2729100000 8.345100e+03 
2.731250e+09 8.336175e+03 
2733400000 8.326275e+03 
2735550000 8.342300e+03 
2737700000 8.334575e+03 
2.739850e+09 8.341250e+03 
2742000000 8.326425e+03 
2744150000 8.344200e+03 
2.746300e+09 8.323600e+03 
2748450000 8.324575e+03 
2750600000 8.323850e+03 
2752750000 8.340725e+03 
2754900000 8.359875e+03 
2757050000 8.370725e+03 
2759200000 8.367700e+03 
2.761350e+09 8.344825e+03 
2763500000 8.330050e+03 
2765650000 8.372650e+03 
2767800000 8.349925e+03 
2.769950e+09 8.379675e+03 
2772100000 8.356475e+03 
2774250000 8.358825e+03 
2.776400e+09 8.365975e+03 
2778550000 8.365200e+03 
2780700000 8.346150e+03 
2782850000 8.363825e+03 
2785000000 8.352775e+03 
2787150000 8343 
2789300000 8.335925e+03 
2791450000 8.359375e+03 
2793600000 8.363125e+03 
2795750000 8.363525e+03 
2797900000 8.347425e+03 
2.800050e+09 8372 
2802200000 8.376100e+03 
2804350000 8.350100e+03 
2806500000 8.352900e+03 
2808650000 8.369075e+03 
2810800000 8.334850e+03 
2812950000 8339 
2815100000 8.357400e+03 
2817250000 8.348275e+03 
2819400000 8.334050e+03 
2821550000 8.346300e+03 
2823700000 8.363775e+03 
2825850000 8.362300e+03 
2828000000 8.358550e+03 
2.830150e+09 8.362375e+03 
2832300000 8.367775e+03 
2834450000 8.350475e+03 
2836600000 8.371650e+03 
2838750000 8.343975e+03 
2840900000 8.372775e+03 
2843050000 8.367800e+03 
2845200000 8.372875e+03 
2847350000 8.364675e+03 
2849500000 8.346525e+03 
2851650000 8.354250e+03 
2853800000 8.339350e+03 
2855950000 8.367850e+03 
2858100000 8.372675e+03 
2.860250e+09 8.359975e+03 
2862400000 8.354100e+03 
2864550000 8.366650e+03 
2866700000 8.390275e+03 
2868850000 8.357025e+03 
2871000000 8.363325e+03 
2873150000 8.357350e+03 
2875300000 8.345750e+03 
2877450000 8.355925e+03 
2879600000 8.357725e+03 
2881750000 8.342250e+03 
2883900000 8.356850e+03 
2886050000 8.374225e+03 
2888200000 8.362775e+03 
2.890350e+09 8.373825e+03 
2892500000 8.364825e+03 
2894650000 8.370550e+03 
2896800000 8.341775e+03 
2898950000 8.370950e+03 
2901100000 8.355175e+03 
2903250000 8.373525e+03 
2905400000 8.376325e+03 
2907550000 8.348500e+03 
2909700000 8.335650e+03 
2911850000 8.370075e+03 
2914000000 8.353800e+03 
2916150000 8.352300e+03 
2918300000 8.350225e+03 
2920450000 8.354025e+03 
2922600000 8.359850e+03 
2924750000 8.370075e+03 
2926900000 8.355150e+03 
2929050000 8.353100e+03 
2931200000 8.368750e+03 
2933350000 8.338825e+03 
2935500000 8.368850e+03 
2937650000 8.362750e+03 
2939800000 8.350450e+03 
2941950000 8.333525e+03 
2.944100e+09 8.367775e+03 
2946250000 8.349025e+03 
2948400000 8.376725e+03 
2950550000 8.349875e+03 
2952700000 8.375575e+03 
2954850000 8.366525e+03 
2957000000 8.356325e+03 
2959150000 8.353600e+03 
2961300000 8365 
2963450000 8.362775e+03 
2965600000 8.367425e+03 
2967750000 8.335975e+03 
2969900000 8.345075e+03 
2972050000 8.344625e+03 
2974200000 8.347425e+03 
2976350000 8.337550e+03 
2978500000 8.338700e+03 
2980650000 8.372800e+03 
2982800000 8.366775e+03 
2984950000 8366 
2987100000 8.374300e+03 
2989250000 8.356900e+03 
2991400000 8341 
