IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2570000000 8.201925e+03 
2.572150e+09 8.213825e+03 
2574300000 8.204250e+03 
2576450000 8.200475e+03 
2578600000 8.212175e+03 
2.580750e+09 8.211775e+03 
2582900000 8.204925e+03 
2585050000 8.222350e+03 
2.587200e+09 8.211975e+03 
2589350000 8.191450e+03 
2591500000 8.206100e+03 
2593650000 8.239525e+03 
2.595800e+09 8.232075e+03 
2597950000 8.233925e+03 
2600100000 8.215375e+03 
2.602250e+09 8.187900e+03 
2604400000 8.203875e+03 
2606550000 8.189075e+03 
2608700000 8.198200e+03 
2.610850e+09 8.237750e+03 
2613000000 8.221050e+03 
2615150000 8.209850e+03 
2.617300e+09 8.218150e+03 
2619450000 8.201500e+03 
2621600000 8.197775e+03 
2623750000 8.176350e+03 
2.625900e+09 8.157225e+03 
2628050000 8.185825e+03 
2630200000 8.182225e+03 
2.632350e+09 8.172725e+03 
2634500000 8.172500e+03 
2636650000 8.200325e+03 
2638800000 8.172450e+03 
2.640950e+09 8.203550e+03 
2643100000 8.205075e+03 
2645250000 8.195825e+03 
2.647400e+09 8.193275e+03 
2649550000 8.224250e+03 
2651700000 8.222975e+03 
2653850000 8.210175e+03 
2.656000e+09 8.208800e+03 
2658150000 8.200575e+03 
2660300000 8.180800e+03 
2.662450e+09 8.195625e+03 
2664600000 8.160450e+03 
2666750000 8.170400e+03 
2668900000 8.153175e+03 
2.671050e+09 8.150700e+03 
2673200000 8.146100e+03 
2675350000 8.154925e+03 
2677500000 8.159425e+03 
2679650000 8.188800e+03 
2681800000 8.207650e+03 
2683950000 8.183675e+03 
2.686100e+09 8.200425e+03 
2688250000 8.218125e+03 
2690400000 8.193475e+03 
2692550000 8.197525e+03 
2694700000 8.219600e+03 
2696850000 8.200625e+03 
2699000000 8.180100e+03 
2.701150e+09 8.170925e+03 
2703300000 8.145250e+03 
2705450000 8.147200e+03 
2707600000 8.149800e+03 
2.709750e+09 8.138850e+03 
2711900000 8.197575e+03 
2714050000 8.180025e+03 
2.716200e+09 8.189275e+03 
2718350000 8.215325e+03 
2720500000 8.212375e+03 
2722650000 8.241125e+03 
2724800000 8243 
2726950000 8.227900e+03 
2729100000 8.218575e+03 
2.731250e+09 8.214200e+03 
2733400000 8.207050e+03 
2735550000 8.197175e+03 
2737700000 8.193150e+03 
2.739850e+09 8.193325e+03 
2742000000 8.178275e+03 
2744150000 8.184575e+03 
2.746300e+09 8.172175e+03 
2748450000 8.195725e+03 
2750600000 8210 
2752750000 8.207250e+03 
2754900000 8.217975e+03 
2757050000 8.196800e+03 
2759200000 8.203850e+03 
2.761350e+09 8.222500e+03 
2763500000 8.224175e+03 
2765650000 8.213550e+03 
2767800000 8190 
2.769950e+09 8.244775e+03 
2772100000 8.212525e+03 
2774250000 8.221625e+03 
2.776400e+09 8.218525e+03 
2778550000 8.224175e+03 
2780700000 8.220225e+03 
2782850000 8.217500e+03 
2785000000 8.240625e+03 
2787150000 8.223225e+03 
2789300000 8.236825e+03 
2791450000 8.213225e+03 
2793600000 8.225200e+03 
2795750000 8.228350e+03 
2797900000 8.211175e+03 
2.800050e+09 8.211875e+03 
2802200000 8.216175e+03 
2804350000 8.222275e+03 
2806500000 8.195500e+03 
2808650000 8.214775e+03 
2810800000 8.227625e+03 
2812950000 8.228825e+03 
2815100000 8.210300e+03 
2817250000 8.213425e+03 
2819400000 8.218900e+03 
2821550000 8.224325e+03 
2823700000 8.240100e+03 
2825850000 8.221575e+03 
2828000000 8.218350e+03 
2.830150e+09 8.235200e+03 
2832300000 8.232100e+03 
2834450000 8.236200e+03 
2836600000 8.222625e+03 
2838750000 8.229225e+03 
2840900000 8.230350e+03 
2843050000 8.209475e+03 
2845200000 8.223075e+03 
2847350000 8.218950e+03 
2849500000 8.202600e+03 
2851650000 8.216075e+03 
2853800000 8.226675e+03 
2855950000 8.226375e+03 
2858100000 8.217875e+03 
2.860250e+09 8.236675e+03 
2862400000 8.240150e+03 
2864550000 8.242875e+03 
2866700000 8.248600e+03 
2868850000 8.221575e+03 
2871000000 8.237550e+03 
2873150000 8.235300e+03 
2875300000 8.227750e+03 
2877450000 8.235475e+03 
2879600000 8.218825e+03 
2881750000 8.223150e+03 
2883900000 8.228900e+03 
2886050000 8.249725e+03 
2888200000 8.232900e+03 
2.890350e+09 8.237575e+03 
2892500000 8.231750e+03 
2894650000 8.225850e+03 
2896800000 8.240350e+03 
2898950000 8.238150e+03 
2901100000 8.231375e+03 
2903250000 8.246675e+03 
2905400000 8.237850e+03 
2907550000 8.224150e+03 
2909700000 8.254875e+03 
2911850000 8.231125e+03 
2914000000 8.237625e+03 
2916150000 8.252025e+03 
2918300000 8.237275e+03 
2920450000 8.229525e+03 
