timestamp,ix, iy, x_um,y_um,file
2025-11-08T21:06:00.571,0,0,5900.400,3280.200,D:\Data\2025-11-8\Image_2025-11-8_Img0151.txt
2025-11-08T21:06:17.692,0,1,5900.400,3410.174,D:\Data\2025-11-8\Image_2025-11-8_Img0152.txt
2025-11-08T21:06:36.480,0,2,5900.400,3540.147,D:\Data\2025-11-8\Image_2025-11-8_Img0153.txt
2025-11-08T21:06:55.236,0,3,5900.400,3670.121,D:\Data\2025-11-8\Image_2025-11-8_Img0154.txt
2025-11-08T21:07:13.869,0,4,5900.400,3800.095,D:\Data\2025-11-8\Image_2025-11-8_Img0155.txt
2025-11-08T21:07:32.755,0,5,5900.400,3930.068,D:\Data\2025-11-8\Image_2025-11-8_Img0156.txt
2025-11-08T21:07:51.912,0,6,5900.400,4060.042,D:\Data\2025-11-8\Image_2025-11-8_Img0157.txt
2025-11-08T21:08:09.179,0,7,5900.400,4190.016,D:\Data\2025-11-8\Image_2025-11-8_Img0158.txt
2025-11-08T21:08:43.456,0,8,5900.400,4319.989,D:\Data\2025-11-8\Image_2025-11-8_Img0159.txt
2025-11-08T21:09:00.432,0,9,5900.400,4449.963,D:\Data\2025-11-8\Image_2025-11-8_Img0160.txt
2025-11-08T21:09:17.532,0,10,5900.400,4579.937,D:\Data\2025-11-8\Image_2025-11-8_Img0161.txt
2025-11-08T21:09:34.598,0,11,5900.400,4709.911,D:\Data\2025-11-8\Image_2025-11-8_Img0162.txt
2025-11-08T21:09:51.763,0,12,5900.400,4839.884,D:\Data\2025-11-8\Image_2025-11-8_Img0163.txt
2025-11-08T21:10:08.911,0,13,5900.400,4969.858,D:\Data\2025-11-8\Image_2025-11-8_Img0164.txt
2025-11-08T21:10:26.636,0,14,5900.400,5099.832,D:\Data\2025-11-8\Image_2025-11-8_Img0165.txt
2025-11-08T21:10:44.219,0,15,5900.400,5229.805,D:\Data\2025-11-8\Image_2025-11-8_Img0166.txt
2025-11-08T21:11:01.300,0,16,5900.400,5359.779,D:\Data\2025-11-8\Image_2025-11-8_Img0167.txt
2025-11-08T21:11:18.051,0,17,5900.400,5489.753,D:\Data\2025-11-8\Image_2025-11-8_Img0168.txt
2025-11-08T21:11:34.953,0,18,5900.400,5619.726,D:\Data\2025-11-8\Image_2025-11-8_Img0169.txt
2025-11-08T21:11:52.882,0,19,5900.400,5749.700,D:\Data\2025-11-8\Image_2025-11-8_Img0170.txt
2025-11-08T21:12:11.000,1,19,5756.168,5749.700,D:\Data\2025-11-8\Image_2025-11-8_Img0171.txt
2025-11-08T21:12:28.637,1,18,5756.168,5619.726,D:\Data\2025-11-8\Image_2025-11-8_Img0172.txt
2025-11-08T21:12:45.997,1,17,5756.168,5489.753,D:\Data\2025-11-8\Image_2025-11-8_Img0173.txt
2025-11-08T21:13:02.925,1,16,5756.168,5359.779,D:\Data\2025-11-8\Image_2025-11-8_Img0174.txt
2025-11-08T21:13:20.025,1,15,5756.168,5229.805,D:\Data\2025-11-8\Image_2025-11-8_Img0175.txt
2025-11-08T21:13:37.976,1,14,5756.168,5099.832,D:\Data\2025-11-8\Image_2025-11-8_Img0176.txt
2025-11-08T21:13:55.096,1,13,5756.168,4969.858,D:\Data\2025-11-8\Image_2025-11-8_Img0177.txt
2025-11-08T21:14:11.828,1,12,5756.168,4839.884,D:\Data\2025-11-8\Image_2025-11-8_Img0178.txt
2025-11-08T21:14:30.007,1,11,5756.168,4709.911,D:\Data\2025-11-8\Image_2025-11-8_Img0179.txt
2025-11-08T21:14:47.999,1,10,5756.168,4579.937,D:\Data\2025-11-8\Image_2025-11-8_Img0180.txt
2025-11-08T21:15:05.395,1,9,5756.168,4449.963,D:\Data\2025-11-8\Image_2025-11-8_Img0181.txt
