timestamp,ix, iy, x_um,y_um,file
2025-11-10T21:06:51.769,0,0,6485.900,3137.800,D:\Data\2025-11-10\Image_2025-11-10_Img0007.txt
2025-11-10T21:07:13.185,0,1,6485.900,3219.331,D:\Data\2025-11-10\Image_2025-11-10_Img0008.txt
2025-11-10T21:07:33.823,0,2,6485.900,3300.862,D:\Data\2025-11-10\Image_2025-11-10_Img0009.txt
2025-11-10T21:07:55.045,0,3,6485.900,3382.392,D:\Data\2025-11-10\Image_2025-11-10_Img0010.txt
2025-11-10T21:08:16.110,0,4,6485.900,3463.923,D:\Data\2025-11-10\Image_2025-11-10_Img0011.txt
2025-11-10T21:08:36.108,0,5,6485.900,3545.454,D:\Data\2025-11-10\Image_2025-11-10_Img0012.txt
2025-11-10T21:08:56.577,0,6,6485.900,3626.985,D:\Data\2025-11-10\Image_2025-11-10_Img0013.txt
2025-11-10T21:09:17.490,0,7,6485.900,3708.515,D:\Data\2025-11-10\Image_2025-11-10_Img0014.txt
2025-11-10T21:09:38.721,0,8,6485.900,3790.046,D:\Data\2025-11-10\Image_2025-11-10_Img0015.txt
2025-11-10T21:09:58.996,0,9,6485.900,3871.577,D:\Data\2025-11-10\Image_2025-11-10_Img0016.txt
2025-11-10T21:10:19.731,0,10,6485.900,3953.108,D:\Data\2025-11-10\Image_2025-11-10_Img0017.txt
2025-11-10T21:10:40.842,0,11,6485.900,4034.638,D:\Data\2025-11-10\Image_2025-11-10_Img0018.txt
2025-11-10T21:11:01.507,0,12,6485.900,4116.169,D:\Data\2025-11-10\Image_2025-11-10_Img0019.txt
2025-11-10T21:11:22.018,0,13,6485.900,4197.700,D:\Data\2025-11-10\Image_2025-11-10_Img0020.txt
2025-11-10T21:11:42.273,0,14,6485.900,4279.231,D:\Data\2025-11-10\Image_2025-11-10_Img0021.txt
2025-11-10T21:12:02.114,0,15,6485.900,4360.762,D:\Data\2025-11-10\Image_2025-11-10_Img0022.txt
2025-11-10T21:12:22.236,0,16,6485.900,4442.292,D:\Data\2025-11-10\Image_2025-11-10_Img0023.txt
2025-11-10T21:12:43.114,0,17,6485.900,4523.823,D:\Data\2025-11-10\Image_2025-11-10_Img0024.txt
2025-11-10T21:13:03.361,0,18,6485.900,4605.354,D:\Data\2025-11-10\Image_2025-11-10_Img0025.txt
2025-11-10T21:13:23.274,0,19,6485.900,4686.885,D:\Data\2025-11-10\Image_2025-11-10_Img0026.txt
2025-11-10T21:13:42.760,0,20,6485.900,4768.415,D:\Data\2025-11-10\Image_2025-11-10_Img0027.txt
2025-11-10T21:14:03.165,0,21,6485.900,4849.946,D:\Data\2025-11-10\Image_2025-11-10_Img0028.txt
2025-11-10T21:14:23.078,0,22,6485.900,4931.477,D:\Data\2025-11-10\Image_2025-11-10_Img0029.txt
2025-11-10T21:14:43.648,0,23,6485.900,5013.008,D:\Data\2025-11-10\Image_2025-11-10_Img0030.txt
2025-11-10T21:15:03.542,0,24,6485.900,5094.538,D:\Data\2025-11-10\Image_2025-11-10_Img0031.txt
2025-11-10T21:15:23.600,0,25,6485.900,5176.069,D:\Data\2025-11-10\Image_2025-11-10_Img0032.txt
2025-11-10T21:15:43.812,0,26,6485.900,5257.600,D:\Data\2025-11-10\Image_2025-11-10_Img0033.txt
2025-11-10T21:16:04.402,0,27,6485.900,5339.131,D:\Data\2025-11-10\Image_2025-11-10_Img0034.txt
2025-11-10T21:16:24.762,0,28,6485.900,5420.662,D:\Data\2025-11-10\Image_2025-11-10_Img0035.txt
2025-11-10T21:16:44.326,0,29,6485.900,5502.192,D:\Data\2025-11-10\Image_2025-11-10_Img0036.txt
