timestamp,x_um,y_um,file
2025-11-06T16:07:15.693,4072.000,3500.000,D:\Data\2025-11-6\Image_2025-11-6_Img0382.txt
2025-11-06T16:07:27.559,4072.000,3700.000,D:\Data\2025-11-6\Image_2025-11-6_Img0383.txt
2025-11-06T16:07:38.842,4272.000,3700.000,D:\Data\2025-11-6\Image_2025-11-6_Img0384.txt
2025-11-06T16:07:50.961,4272.000,3500.000,D:\Data\2025-11-6\Image_2025-11-6_Img0385.txt
