timestamp,ix,iy,x_target_um,y_target_um,x_read_um,y_read_um,file
2026-04-15T09:12:36.271,0,0,4100.000,5200.000,4111.885,5182.518,D:\Data\2026-4-15\Image_2026-4-15_Img0245.txt
2026-04-15T09:13:05.291,0,1,4100.000,5133.333,4113.470,5164.432,D:\Data\2026-4-15\Image_2026-4-15_Img0246.txt
2026-04-15T09:13:37.106,0,2,4100.000,5066.667,4115.677,5087.862,D:\Data\2026-4-15\Image_2026-4-15_Img0247.txt
2026-04-15T09:14:07.325,0,3,4100.000,5000.000,4115.496,5029.340,D:\Data\2026-4-15\Image_2026-4-15_Img0248.txt
2026-04-15T09:14:45.591,0,4,4100.000,4933.333,4112.362,4951.362,D:\Data\2026-4-15\Image_2026-4-15_Img0249.txt
2026-04-15T09:15:15.810,0,5,4100.000,4866.667,4112.224,4887.111,D:\Data\2026-4-15\Image_2026-4-15_Img0250.txt
2026-04-15T09:15:47.322,0,6,4100.000,4800.000,4114.869,4805.737,D:\Data\2026-4-15\Image_2026-4-15_Img0251.txt
2026-04-15T09:16:18.210,0,7,4100.000,4733.333,4111.908,4754.041,D:\Data\2026-4-15\Image_2026-4-15_Img0252.txt
2026-04-15T09:16:48.903,0,8,4100.000,4666.667,4110.586,4699.246,D:\Data\2026-4-15\Image_2026-4-15_Img0253.txt
2026-04-15T09:17:19.684,0,9,4100.000,4600.000,4111.829,4606.306,D:\Data\2026-4-15\Image_2026-4-15_Img0254.txt
2026-04-15T09:17:51.192,0,10,4100.000,4533.333,4111.365,4557.504,D:\Data\2026-4-15\Image_2026-4-15_Img0255.txt
2026-04-15T09:18:22.426,0,11,4100.000,4466.667,4114.393,4481.239,D:\Data\2026-4-15\Image_2026-4-15_Img0256.txt
2026-04-15T09:18:52.396,0,12,4100.000,4400.000,4110.958,4431.136,D:\Data\2026-4-15\Image_2026-4-15_Img0257.txt
2026-04-15T09:19:24.189,0,13,4100.000,4333.333,4110.485,4354.359,D:\Data\2026-4-15\Image_2026-4-15_Img0258.txt
2026-04-15T09:19:56.322,0,14,4100.000,4266.667,4110.905,4276.793,D:\Data\2026-4-15\Image_2026-4-15_Img0259.txt
2026-04-15T09:20:28.047,0,15,4100.000,4200.000,4110.308,4220.789,D:\Data\2026-4-15\Image_2026-4-15_Img0260.txt
2026-04-15T09:20:58.630,0,16,4100.000,4133.333,4110.949,4148.453,D:\Data\2026-4-15\Image_2026-4-15_Img0261.txt
2026-04-15T09:21:30.634,0,17,4100.000,4066.667,4110.957,4082.983,D:\Data\2026-4-15\Image_2026-4-15_Img0262.txt
2026-04-15T09:22:01.908,0,18,4100.000,4000.000,4109.921,4021.695,D:\Data\2026-4-15\Image_2026-4-15_Img0263.txt
2026-04-15T09:22:33.874,0,19,4100.000,3933.333,4110.853,3950.329,D:\Data\2026-4-15\Image_2026-4-15_Img0264.txt
2026-04-15T09:23:04.494,0,20,4100.000,3866.667,4111.658,3884.703,D:\Data\2026-4-15\Image_2026-4-15_Img0265.txt
2026-04-15T09:23:38.181,0,21,4100.000,3800.000,4110.934,3807.952,D:\Data\2026-4-15\Image_2026-4-15_Img0266.txt
2026-04-15T09:24:08.962,0,22,4100.000,3733.333,4110.946,3753.999,D:\Data\2026-4-15\Image_2026-4-15_Img0267.txt
2026-04-15T09:24:40.052,0,23,4100.000,3666.667,4111.005,3693.921,D:\Data\2026-4-15\Image_2026-4-15_Img0268.txt
2026-04-15T09:25:12.940,0,24,4100.000,3600.000,4111.378,3608.745,D:\Data\2026-4-15\Image_2026-4-15_Img0269.txt
2026-04-15T09:25:44.707,0,25,4100.000,3533.333,4112.572,3549.129,D:\Data\2026-4-15\Image_2026-4-15_Img0270.txt
2026-04-15T09:26:16.465,0,26,4100.000,3466.667,4112.770,3474.009,D:\Data\2026-4-15\Image_2026-4-15_Img0271.txt
2026-04-15T09:26:46.550,0,27,4100.000,3400.000,4110.934,3417.064,D:\Data\2026-4-15\Image_2026-4-15_Img0272.txt
2026-04-15T09:27:19.728,0,28,4100.000,3333.333,4110.762,3349.308,D:\Data\2026-4-15\Image_2026-4-15_Img0273.txt
2026-04-15T09:27:50.577,0,29,4100.000,3266.667,4110.555,3296.420,D:\Data\2026-4-15\Image_2026-4-15_Img0274.txt
2026-04-15T09:28:24.254,0,30,4100.000,3200.000,4110.655,3205.902,D:\Data\2026-4-15\Image_2026-4-15_Img0275.txt
2026-04-15T09:28:55.314,1,30,4160.000,3200.000,4154.008,3206.262,D:\Data\2026-4-15\Image_2026-4-15_Img0276.txt
2026-04-15T09:29:26.818,1,29,4160.000,3266.667,4155.374,3251.746,D:\Data\2026-4-15\Image_2026-4-15_Img0277.txt
2026-04-15T09:29:58.106,1,28,4160.000,3333.333,4155.861,3325.790,D:\Data\2026-4-15\Image_2026-4-15_Img0278.txt
2026-04-15T09:30:29.859,1,27,4160.000,3400.000,4154.357,3390.610,D:\Data\2026-4-15\Image_2026-4-15_Img0279.txt
2026-04-15T09:31:02.452,1,26,4160.000,3466.667,4156.537,3460.804,D:\Data\2026-4-15\Image_2026-4-15_Img0280.txt
2026-04-15T09:31:32.675,1,25,4160.000,3533.333,4157.104,3511.791,D:\Data\2026-4-15\Image_2026-4-15_Img0281.txt
2026-04-15T09:32:04.423,1,24,4160.000,3600.000,4157.117,3584.944,D:\Data\2026-4-15\Image_2026-4-15_Img0282.txt
2026-04-15T09:32:34.572,1,23,4160.000,3666.667,4158.684,3652.174,D:\Data\2026-4-15\Image_2026-4-15_Img0283.txt
2026-04-15T09:33:09.103,1,22,4160.000,3733.333,4158.934,3730.569,D:\Data\2026-4-15\Image_2026-4-15_Img0284.txt
2026-04-15T09:33:40.581,1,21,4160.000,3800.000,4160.298,3798.415,D:\Data\2026-4-15\Image_2026-4-15_Img0285.txt
2026-04-15T09:34:13.192,1,20,4160.000,3866.667,4160.117,3857.307,D:\Data\2026-4-15\Image_2026-4-15_Img0286.txt
2026-04-15T09:34:46.055,1,19,4160.000,3933.333,4159.685,3925.882,D:\Data\2026-4-15\Image_2026-4-15_Img0287.txt
2026-04-15T09:35:17.213,1,18,4160.000,4000.000,4159.964,3979.503,D:\Data\2026-4-15\Image_2026-4-15_Img0288.txt
2026-04-15T09:35:47.233,1,17,4160.000,4066.667,4159.196,4045.280,D:\Data\2026-4-15\Image_2026-4-15_Img0289.txt
2026-04-15T09:36:19.875,1,16,4160.000,4133.333,4158.844,4115.197,D:\Data\2026-4-15\Image_2026-4-15_Img0290.txt
2026-04-15T09:36:49.797,1,15,4160.000,4200.000,4158.664,4171.488,D:\Data\2026-4-15\Image_2026-4-15_Img0291.txt
2026-04-15T09:37:25.782,1,14,4160.000,4266.667,4158.602,4261.851,D:\Data\2026-4-15\Image_2026-4-15_Img0292.txt
2026-04-15T09:37:58.576,1,13,4160.000,4333.333,4158.221,4327.015,D:\Data\2026-4-15\Image_2026-4-15_Img0293.txt
2026-04-15T09:38:30.274,1,12,4160.000,4400.000,4160.185,4374.103,D:\Data\2026-4-15\Image_2026-4-15_Img0294.txt
2026-04-15T09:39:01.692,1,11,4160.000,4466.667,4158.655,4447.371,D:\Data\2026-4-15\Image_2026-4-15_Img0295.txt
2026-04-15T09:39:33.741,1,10,4160.000,4533.333,4160.348,4511.491,D:\Data\2026-4-15\Image_2026-4-15_Img0296.txt
2026-04-15T09:40:08.199,1,9,4160.000,4600.000,4159.567,4592.825,D:\Data\2026-4-15\Image_2026-4-15_Img0297.txt
2026-04-15T09:40:40.746,1,8,4160.000,4666.667,4157.323,4650.364,D:\Data\2026-4-15\Image_2026-4-15_Img0298.txt
