timestamp,ix, iy, x_um,y_um,file
2025-11-06T17:04:40.690,0,0,3500.000,3000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0420.txt
2025-11-06T17:05:33.604,0,1,3500.000,3200.000,D:\Data\2025-11-6\Image_2025-11-6_Img0421.txt
2025-11-06T17:06:26.401,0,2,3500.000,3400.000,D:\Data\2025-11-6\Image_2025-11-6_Img0422.txt
2025-11-06T17:07:18.815,0,3,3500.000,3600.000,D:\Data\2025-11-6\Image_2025-11-6_Img0423.txt
2025-11-06T17:08:11.927,0,4,3500.000,3800.000,D:\Data\2025-11-6\Image_2025-11-6_Img0424.txt
2025-11-06T17:09:05.243,0,5,3500.000,4000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0425.txt
2025-11-06T17:09:56.984,1,5,3700.000,4000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0426.txt
2025-11-06T17:10:49.238,1,4,3700.000,3800.000,D:\Data\2025-11-6\Image_2025-11-6_Img0427.txt
2025-11-06T17:11:41.408,1,3,3700.000,3600.000,D:\Data\2025-11-6\Image_2025-11-6_Img0428.txt
2025-11-06T17:12:34.081,1,2,3700.000,3400.000,D:\Data\2025-11-6\Image_2025-11-6_Img0429.txt
2025-11-06T17:13:26.381,1,1,3700.000,3200.000,D:\Data\2025-11-6\Image_2025-11-6_Img0430.txt
2025-11-06T17:14:18.071,1,0,3700.000,3000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0431.txt
2025-11-06T17:15:10.807,2,0,3900.000,3000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0432.txt
2025-11-06T17:16:04.250,2,1,3900.000,3200.000,D:\Data\2025-11-6\Image_2025-11-6_Img0433.txt
2025-11-06T17:16:56.410,2,2,3900.000,3400.000,D:\Data\2025-11-6\Image_2025-11-6_Img0434.txt
2025-11-06T17:17:49.102,2,3,3900.000,3600.000,D:\Data\2025-11-6\Image_2025-11-6_Img0435.txt
2025-11-06T17:18:41.171,2,4,3900.000,3800.000,D:\Data\2025-11-6\Image_2025-11-6_Img0436.txt
2025-11-06T17:19:33.820,2,5,3900.000,4000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0437.txt
2025-11-06T17:20:26.780,3,5,4100.000,4000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0438.txt
2025-11-06T17:21:19.024,3,4,4100.000,3800.000,D:\Data\2025-11-6\Image_2025-11-6_Img0439.txt
2025-11-06T17:22:11.510,3,3,4100.000,3600.000,D:\Data\2025-11-6\Image_2025-11-6_Img0440.txt
2025-11-06T17:23:03.652,3,2,4100.000,3400.000,D:\Data\2025-11-6\Image_2025-11-6_Img0441.txt
2025-11-06T17:23:55.553,3,1,4100.000,3200.000,D:\Data\2025-11-6\Image_2025-11-6_Img0442.txt
2025-11-06T17:24:47.695,3,0,4100.000,3000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0443.txt
2025-11-06T17:25:41.270,4,0,4300.000,3000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0444.txt
2025-11-06T17:26:34.991,4,1,4300.000,3200.000,D:\Data\2025-11-6\Image_2025-11-6_Img0445.txt
2025-11-06T17:27:27.250,4,2,4300.000,3400.000,D:\Data\2025-11-6\Image_2025-11-6_Img0446.txt
2025-11-06T17:28:19.388,4,3,4300.000,3600.000,D:\Data\2025-11-6\Image_2025-11-6_Img0447.txt
2025-11-06T17:29:12.205,4,4,4300.000,3800.000,D:\Data\2025-11-6\Image_2025-11-6_Img0448.txt
2025-11-06T17:30:05.680,4,5,4300.000,4000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0449.txt
2025-11-06T17:30:58.443,5,5,4500.000,4000.000,D:\Data\2025-11-6\Image_2025-11-6_Img0450.txt
2025-11-06T17:31:50.451,5,4,4500.000,3800.000,D:\Data\2025-11-6\Image_2025-11-6_Img0451.txt
2025-11-06T17:32:37.986,5,3,4500.000,3600.000,D:\Data\2025-11-6\Image_2025-11-6_Img0452.txt
