timestamp,ix, iy, x_um,y_um,file
2026-04-13T22:00:11.487,2,12,4989.474,3836.842,D:\Data\2026-4-13\Image_2026-4-13_Img0075.txt
2026-04-13T22:02:01.055,2,13,4989.474,3731.579,D:\Data\2026-4-13\Image_2026-4-13_Img0076.txt
2026-04-13T22:03:49.996,2,14,4989.474,3626.316,D:\Data\2026-4-13\Image_2026-4-13_Img0077.txt
2026-04-13T22:05:40.069,2,15,4989.474,3521.053,D:\Data\2026-4-13\Image_2026-4-13_Img0078.txt
2026-04-13T22:07:31.514,2,16,4989.474,3415.789,D:\Data\2026-4-13\Image_2026-4-13_Img0079.txt
2026-04-13T22:09:23.392,2,17,4989.474,3310.526,D:\Data\2026-4-13\Image_2026-4-13_Img0080.txt
2026-04-13T22:11:15.110,2,18,4989.474,3205.263,D:\Data\2026-4-13\Image_2026-4-13_Img0081.txt
2026-04-13T22:13:06.728,2,19,4989.474,3100.000,D:\Data\2026-4-13\Image_2026-4-13_Img0082.txt
2026-04-13T22:14:55.633,3,19,4884.211,3100.000,D:\Data\2026-4-13\Image_2026-4-13_Img0083.txt
2026-04-13T22:16:44.666,3,18,4884.211,3205.263,D:\Data\2026-4-13\Image_2026-4-13_Img0084.txt
2026-04-13T22:18:33.267,3,17,4884.211,3310.526,D:\Data\2026-4-13\Image_2026-4-13_Img0085.txt
2026-04-13T22:20:24.098,3,16,4884.211,3415.789,D:\Data\2026-4-13\Image_2026-4-13_Img0086.txt
2026-04-13T22:22:15.594,3,15,4884.211,3521.053,D:\Data\2026-4-13\Image_2026-4-13_Img0087.txt
2026-04-13T22:24:07.327,3,14,4884.211,3626.316,D:\Data\2026-4-13\Image_2026-4-13_Img0088.txt
