timestamp,ix,iy,x_target_um,y_target_um,x_read_um,y_read_um,file
2026-04-17T18:03:04.971,0,0,3900.000,5300.000,3903.126,5286.893,D:\Data\2026-4-17\Image_2026-4-17_Img0473.txt
2026-04-17T18:03:17.544,0,1,3900.000,5233.333,3904.625,5268.638,D:\Data\2026-4-17\Image_2026-4-17_Img0474.txt
2026-04-17T18:03:29.142,0,2,3900.000,5166.667,3903.917,5184.448,D:\Data\2026-4-17\Image_2026-4-17_Img0475.txt
2026-04-17T18:03:41.992,0,3,3900.000,5100.000,3902.742,5109.618,D:\Data\2026-4-17\Image_2026-4-17_Img0476.txt
2026-04-17T18:03:54.825,0,4,3900.000,5033.333,3901.024,5044.035,D:\Data\2026-4-17\Image_2026-4-17_Img0477.txt
2026-04-17T18:04:07.804,0,5,3900.000,4966.667,3901.836,4969.736,D:\Data\2026-4-17\Image_2026-4-17_Img0478.txt
2026-04-17T18:04:20.477,0,6,3900.000,4900.000,3902.591,4917.916,D:\Data\2026-4-17\Image_2026-4-17_Img0479.txt
2026-04-17T18:04:33.743,0,7,3900.000,4833.333,3901.925,4844.397,D:\Data\2026-4-17\Image_2026-4-17_Img0480.txt
2026-04-17T18:04:47.096,0,8,3900.000,4766.667,3901.257,4779.977,D:\Data\2026-4-17\Image_2026-4-17_Img0481.txt
2026-04-17T18:05:00.726,0,9,3900.000,4700.000,3900.332,4709.789,D:\Data\2026-4-17\Image_2026-4-17_Img0482.txt
2026-04-17T18:05:15.360,0,10,3900.000,4633.333,3901.184,4652.265,D:\Data\2026-4-17\Image_2026-4-17_Img0483.txt
2026-04-17T18:05:28.523,0,11,3900.000,4566.667,3901.193,4583.579,D:\Data\2026-4-17\Image_2026-4-17_Img0484.txt
2026-04-17T18:05:41.282,0,12,3900.000,4500.000,3901.549,4490.888,D:\Data\2026-4-17\Image_2026-4-17_Img0485.txt
2026-04-17T18:05:54.126,0,13,3900.000,4433.333,3901.281,4449.649,D:\Data\2026-4-17\Image_2026-4-17_Img0486.txt
2026-04-17T18:06:07.298,0,14,3900.000,4366.667,3899.812,4382.059,D:\Data\2026-4-17\Image_2026-4-17_Img0487.txt
2026-04-17T18:06:20.820,0,15,3900.000,4300.000,3900.976,4311.947,D:\Data\2026-4-17\Image_2026-4-17_Img0488.txt
2026-04-17T18:06:34.538,0,16,3900.000,4233.333,3900.932,4244.743,D:\Data\2026-4-17\Image_2026-4-17_Img0489.txt
2026-04-17T18:06:47.084,0,17,3900.000,4166.667,3901.305,4156.782,D:\Data\2026-4-17\Image_2026-4-17_Img0490.txt
2026-04-17T18:07:00.463,0,18,3900.000,4100.000,3901.261,4107.124,D:\Data\2026-4-17\Image_2026-4-17_Img0491.txt
2026-04-17T18:07:14.282,0,19,3900.000,4033.333,3901.367,4046.577,D:\Data\2026-4-17\Image_2026-4-17_Img0492.txt
2026-04-17T18:07:27.487,0,20,3900.000,3966.667,3900.957,3999.714,D:\Data\2026-4-17\Image_2026-4-17_Img0493.txt
2026-04-17T18:07:40.272,0,21,3900.000,3900.000,3900.928,3901.727,D:\Data\2026-4-17\Image_2026-4-17_Img0494.txt
2026-04-17T18:07:52.906,0,22,3900.000,3833.333,3901.342,3838.127,D:\Data\2026-4-17\Image_2026-4-17_Img0495.txt
2026-04-17T18:08:06.270,0,23,3900.000,3766.667,3901.267,3784.688,D:\Data\2026-4-17\Image_2026-4-17_Img0496.txt
2026-04-17T18:08:19.469,0,24,3900.000,3700.000,3901.298,3712.248,D:\Data\2026-4-17\Image_2026-4-17_Img0497.txt
2026-04-17T18:08:32.906,0,25,3900.000,3633.333,3901.396,3645.580,D:\Data\2026-4-17\Image_2026-4-17_Img0498.txt
2026-04-17T18:08:46.245,0,26,3900.000,3566.667,3901.094,3573.973,D:\Data\2026-4-17\Image_2026-4-17_Img0499.txt
2026-04-17T18:08:59.283,0,27,3900.000,3500.000,3901.425,3544.958,D:\Data\2026-4-17\Image_2026-4-17_Img0500.txt
