timestamp,ix,iy,x_target_um,y_target_um,x_read_um,y_read_um,file
2026-04-19T13:35:10.156,0,0,3900.000,5100.000,3904.916,5105.540,D:\Data\2026-4-19\Image_2026-4-19_Img0123.txt
2026-04-19T13:35:26.911,0,1,3900.000,5037.931,3905.236,5046.129,D:\Data\2026-4-19\Image_2026-4-19_Img0124.txt
2026-04-19T13:35:43.907,0,2,3900.000,4975.862,3904.552,4985.900,D:\Data\2026-4-19\Image_2026-4-19_Img0125.txt
2026-04-19T13:35:59.472,0,3,3900.000,4913.793,3901.988,4920.842,D:\Data\2026-4-19\Image_2026-4-19_Img0126.txt
2026-04-19T13:36:14.383,0,4,3900.000,4851.724,3904.739,4883.565,D:\Data\2026-4-19\Image_2026-4-19_Img0127.txt
2026-04-19T13:36:30.813,0,5,3900.000,4789.655,3905.059,4801.982,D:\Data\2026-4-19\Image_2026-4-19_Img0128.txt
2026-04-19T13:36:45.321,0,6,3900.000,4727.586,3905.071,4750.841,D:\Data\2026-4-19\Image_2026-4-19_Img0129.txt
2026-04-19T13:37:00.466,0,7,3900.000,4665.517,3905.165,4709.127,D:\Data\2026-4-19\Image_2026-4-19_Img0130.txt
2026-04-19T13:37:18.461,0,8,3900.000,4603.448,3904.725,4613.809,D:\Data\2026-4-19\Image_2026-4-19_Img0131.txt
2026-04-19T13:37:36.521,0,9,3900.000,4541.379,3902.835,4559.103,D:\Data\2026-4-19\Image_2026-4-19_Img0132.txt
2026-04-19T13:37:52.304,0,10,3900.000,4479.310,3901.451,4486.868,D:\Data\2026-4-19\Image_2026-4-19_Img0133.txt
2026-04-19T13:38:08.683,0,11,3900.000,4417.241,3900.354,4439.060,D:\Data\2026-4-19\Image_2026-4-19_Img0134.txt
2026-04-19T13:38:23.515,0,12,3900.000,4355.172,3904.826,4374.630,D:\Data\2026-4-19\Image_2026-4-19_Img0135.txt
2026-04-19T13:38:40.230,0,13,3900.000,4293.103,3905.263,4310.799,D:\Data\2026-4-19\Image_2026-4-19_Img0136.txt
2026-04-19T13:38:57.847,0,14,3900.000,4231.034,3902.880,4245.394,D:\Data\2026-4-19\Image_2026-4-19_Img0137.txt
2026-04-19T13:39:13.062,0,15,3900.000,4168.966,3904.889,4187.548,D:\Data\2026-4-19\Image_2026-4-19_Img0138.txt
2026-04-19T13:39:29.451,0,16,3900.000,4106.897,3905.079,4116.943,D:\Data\2026-4-19\Image_2026-4-19_Img0139.txt
2026-04-19T13:39:46.028,0,17,3900.000,4044.828,3905.502,4076.375,D:\Data\2026-4-19\Image_2026-4-19_Img0140.txt
2026-04-19T13:40:02.667,0,18,3900.000,3982.759,3905.633,3995.893,D:\Data\2026-4-19\Image_2026-4-19_Img0141.txt
2026-04-19T13:40:19.873,0,19,3900.000,3920.690,3905.520,3938.720,D:\Data\2026-4-19\Image_2026-4-19_Img0142.txt
2026-04-19T13:40:35.042,0,20,3900.000,3858.621,3905.677,3872.041,D:\Data\2026-4-19\Image_2026-4-19_Img0143.txt
2026-04-19T13:40:53.285,0,21,3900.000,3796.552,3904.591,3809.162,D:\Data\2026-4-19\Image_2026-4-19_Img0144.txt
2026-04-19T13:41:08.919,0,22,3900.000,3734.483,3905.293,3745.520,D:\Data\2026-4-19\Image_2026-4-19_Img0145.txt
2026-04-19T13:41:25.228,0,23,3900.000,3672.414,3904.598,3696.895,D:\Data\2026-4-19\Image_2026-4-19_Img0146.txt
2026-04-19T13:41:42.871,0,24,3900.000,3610.345,3904.920,3620.549,D:\Data\2026-4-19\Image_2026-4-19_Img0147.txt
2026-04-19T13:42:00.238,0,25,3900.000,3548.276,3904.888,3556.990,D:\Data\2026-4-19\Image_2026-4-19_Img0148.txt
2026-04-19T13:42:17.422,0,26,3900.000,3486.207,3904.751,3493.966,D:\Data\2026-4-19\Image_2026-4-19_Img0149.txt
2026-04-19T13:42:33.439,0,27,3900.000,3424.138,3904.995,3440.740,D:\Data\2026-4-19\Image_2026-4-19_Img0150.txt
2026-04-19T13:42:49.240,0,28,3900.000,3362.069,3904.948,3380.661,D:\Data\2026-4-19\Image_2026-4-19_Img0151.txt
2026-04-19T13:43:06.024,0,29,3900.000,3300.000,3904.743,3314.693,D:\Data\2026-4-19\Image_2026-4-19_Img0152.txt
2026-04-19T13:43:24.963,1,29,3970.000,3300.000,3960.989,3309.902,D:\Data\2026-4-19\Image_2026-4-19_Img0153.txt
2026-04-19T13:43:42.828,1,28,3970.000,3362.069,3959.749,3346.952,D:\Data\2026-4-19\Image_2026-4-19_Img0154.txt
2026-04-19T13:43:58.614,1,27,3970.000,3424.138,3959.703,3411.433,D:\Data\2026-4-19\Image_2026-4-19_Img0155.txt
2026-04-19T13:44:16.415,1,26,3970.000,3486.207,3958.809,3473.629,D:\Data\2026-4-19\Image_2026-4-19_Img0156.txt
2026-04-19T13:44:31.773,1,25,3970.000,3548.276,3960.186,3528.999,D:\Data\2026-4-19\Image_2026-4-19_Img0157.txt
2026-04-19T13:44:47.568,1,24,3970.000,3610.345,3958.984,3583.984,D:\Data\2026-4-19\Image_2026-4-19_Img0158.txt
2026-04-19T13:45:02.976,1,23,3970.000,3672.414,3958.830,3649.071,D:\Data\2026-4-19\Image_2026-4-19_Img0159.txt
2026-04-19T13:45:20.131,1,22,3970.000,3734.483,3959.315,3725.015,D:\Data\2026-4-19\Image_2026-4-19_Img0160.txt
2026-04-19T13:45:35.978,1,21,3970.000,3796.552,3958.319,3774.414,D:\Data\2026-4-19\Image_2026-4-19_Img0161.txt
2026-04-19T13:45:52.758,1,20,3970.000,3858.621,3958.831,3856.146,D:\Data\2026-4-19\Image_2026-4-19_Img0162.txt
2026-04-19T13:46:08.995,1,19,3970.000,3920.690,3958.460,3906.311,D:\Data\2026-4-19\Image_2026-4-19_Img0163.txt
2026-04-19T13:46:24.952,1,18,3970.000,3982.759,3958.748,3965.599,D:\Data\2026-4-19\Image_2026-4-19_Img0164.txt
2026-04-19T13:46:41.571,1,17,3970.000,4044.828,3958.647,4039.099,D:\Data\2026-4-19\Image_2026-4-19_Img0165.txt
2026-04-19T13:46:58.560,1,16,3970.000,4106.897,3958.950,4102.864,D:\Data\2026-4-19\Image_2026-4-19_Img0166.txt
