timestamp,ix,iy,x_target_um,y_target_um,x_read_um,y_read_um,file
2026-04-14T23:57:44.396,0,0,4100.000,5200.000,4099.631,5196.551,D:\Data\2026-4-14\Image_2026-4-14_Img0731.txt
2026-04-14T23:58:14.686,0,1,4100.000,5100.000,4099.512,5108.400,D:\Data\2026-4-14\Image_2026-4-14_Img0732.txt
2026-04-14T23:58:47.158,0,2,4100.000,5000.000,4102.385,5033.147,D:\Data\2026-4-14\Image_2026-4-14_Img0733.txt
2026-04-14T23:59:25.296,0,3,4100.000,4900.000,4102.122,4912.199,D:\Data\2026-4-14\Image_2026-4-14_Img0734.txt
2026-04-14T23:59:56.356,0,4,4100.000,4800.000,4102.785,4811.388,D:\Data\2026-4-14\Image_2026-4-14_Img0735.txt
2026-04-15T00:00:27.386,0,5,4100.000,4700.000,4102.808,4712.314,D:\Data\2026-4-15\Image_2026-4-15_Img0001.txt
2026-04-15T00:00:58.477,0,6,4100.000,4600.000,4102.465,4616.114,D:\Data\2026-4-15\Image_2026-4-15_Img0002.txt
2026-04-15T00:01:27.521,0,7,4100.000,4500.000,4102.481,4513.309,D:\Data\2026-4-15\Image_2026-4-15_Img0003.txt
2026-04-15T00:01:56.756,0,8,4100.000,4400.000,4102.481,4430.149,D:\Data\2026-4-15\Image_2026-4-15_Img0004.txt
2026-04-15T00:02:28.577,0,9,4100.000,4300.000,4102.395,4313.405,D:\Data\2026-4-15\Image_2026-4-15_Img0005.txt
2026-04-15T00:03:01.044,0,10,4100.000,4200.000,4101.829,4222.414,D:\Data\2026-4-15\Image_2026-4-15_Img0006.txt
2026-04-15T00:03:32.380,0,11,4100.000,4100.000,4102.606,4110.933,D:\Data\2026-4-15\Image_2026-4-15_Img0007.txt
2026-04-15T00:04:02.163,0,12,4100.000,4000.000,4102.339,4034.849,D:\Data\2026-4-15\Image_2026-4-15_Img0008.txt
2026-04-15T00:04:33.790,0,13,4100.000,3900.000,4102.756,3918.849,D:\Data\2026-4-15\Image_2026-4-15_Img0009.txt
2026-04-15T00:05:06.766,0,14,4100.000,3800.000,4102.859,3813.332,D:\Data\2026-4-15\Image_2026-4-15_Img0010.txt
2026-04-15T00:05:37.960,0,15,4100.000,3700.000,4101.893,3711.282,D:\Data\2026-4-15\Image_2026-4-15_Img0011.txt
2026-04-15T00:06:10.467,0,16,4100.000,3600.000,4102.360,3613.260,D:\Data\2026-4-15\Image_2026-4-15_Img0012.txt
2026-04-15T00:06:40.618,0,17,4100.000,3500.000,4102.548,3513.812,D:\Data\2026-4-15\Image_2026-4-15_Img0013.txt
