timestamp,ix, iy, x_um,y_um,file
2026-04-14T11:35:06.059,0,0,5200.000,5100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0021.txt
2026-04-14T11:35:34.163,0,1,5200.000,5000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0022.txt
2026-04-14T11:36:03.500,0,2,5200.000,4900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0023.txt
2026-04-14T11:36:32.862,0,3,5200.000,4800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0024.txt
2026-04-14T11:37:01.494,0,4,5200.000,4700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0025.txt
2026-04-14T11:37:29.588,0,5,5200.000,4600.000,D:\Data\2026-4-14\Image_2026-4-14_Img0026.txt
2026-04-14T11:37:56.226,0,6,5200.000,4500.000,D:\Data\2026-4-14\Image_2026-4-14_Img0027.txt
2026-04-14T11:38:23.583,0,7,5200.000,4400.000,D:\Data\2026-4-14\Image_2026-4-14_Img0028.txt
2026-04-14T11:38:52.465,0,8,5200.000,4300.000,D:\Data\2026-4-14\Image_2026-4-14_Img0029.txt
2026-04-14T11:39:21.162,0,9,5200.000,4200.000,D:\Data\2026-4-14\Image_2026-4-14_Img0030.txt
2026-04-14T11:39:50.457,0,10,5200.000,4100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0031.txt
2026-04-14T11:40:17.980,0,11,5200.000,4000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0032.txt
2026-04-14T11:40:47.013,0,12,5200.000,3900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0033.txt
2026-04-14T11:41:17.104,0,13,5200.000,3800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0034.txt
2026-04-14T11:41:45.304,0,14,5200.000,3700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0035.txt
2026-04-14T11:42:13.335,0,15,5200.000,3600.000,D:\Data\2026-4-14\Image_2026-4-14_Img0036.txt
2026-04-14T11:42:40.208,0,16,5200.000,3500.000,D:\Data\2026-4-14\Image_2026-4-14_Img0037.txt
2026-04-14T11:43:07.622,0,17,5200.000,3400.000,D:\Data\2026-4-14\Image_2026-4-14_Img0038.txt
2026-04-14T11:43:37.690,0,18,5200.000,3300.000,D:\Data\2026-4-14\Image_2026-4-14_Img0039.txt
2026-04-14T11:44:08.568,0,19,5200.000,3200.000,D:\Data\2026-4-14\Image_2026-4-14_Img0040.txt
2026-04-14T11:44:38.205,0,20,5200.000,3100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0041.txt
2026-04-14T11:45:04.840,1,20,5100.000,3100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0042.txt
2026-04-14T11:45:31.605,1,19,5100.000,3200.000,D:\Data\2026-4-14\Image_2026-4-14_Img0043.txt
2026-04-14T11:45:58.126,1,18,5100.000,3300.000,D:\Data\2026-4-14\Image_2026-4-14_Img0044.txt
2026-04-14T11:46:25.648,1,17,5100.000,3400.000,D:\Data\2026-4-14\Image_2026-4-14_Img0045.txt
2026-04-14T11:46:56.527,1,16,5100.000,3500.000,D:\Data\2026-4-14\Image_2026-4-14_Img0046.txt
2026-04-14T11:47:24.852,1,15,5100.000,3600.000,D:\Data\2026-4-14\Image_2026-4-14_Img0047.txt
2026-04-14T11:47:52.418,1,14,5100.000,3700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0048.txt
2026-04-14T11:48:19.757,1,13,5100.000,3800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0049.txt
2026-04-14T11:48:48.663,1,12,5100.000,3900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0050.txt
2026-04-14T11:49:17.743,1,11,5100.000,4000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0051.txt
2026-04-14T11:49:46.299,1,10,5100.000,4100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0052.txt
2026-04-14T11:50:14.174,1,9,5100.000,4200.000,D:\Data\2026-4-14\Image_2026-4-14_Img0053.txt
2026-04-14T11:50:43.708,1,8,5100.000,4300.000,D:\Data\2026-4-14\Image_2026-4-14_Img0054.txt
2026-04-14T11:51:12.419,1,7,5100.000,4400.000,D:\Data\2026-4-14\Image_2026-4-14_Img0055.txt
2026-04-14T11:51:43.482,1,6,5100.000,4500.000,D:\Data\2026-4-14\Image_2026-4-14_Img0056.txt
2026-04-14T11:52:13.505,1,5,5100.000,4600.000,D:\Data\2026-4-14\Image_2026-4-14_Img0057.txt
2026-04-14T11:52:41.183,1,4,5100.000,4700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0058.txt
2026-04-14T11:53:10.878,1,3,5100.000,4800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0059.txt
2026-04-14T11:53:38.409,1,2,5100.000,4900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0060.txt
2026-04-14T11:54:08.696,1,1,5100.000,5000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0061.txt
2026-04-14T11:54:39.989,1,0,5100.000,5100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0062.txt
2026-04-14T11:55:07.726,2,0,5000.000,5100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0063.txt
2026-04-14T11:55:35.716,2,1,5000.000,5000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0064.txt
2026-04-14T11:56:04.321,2,2,5000.000,4900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0065.txt
2026-04-14T11:56:34.037,2,3,5000.000,4800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0066.txt
2026-04-14T11:57:03.578,2,4,5000.000,4700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0067.txt
2026-04-14T11:57:33.460,2,5,5000.000,4600.000,D:\Data\2026-4-14\Image_2026-4-14_Img0068.txt
2026-04-14T11:58:00.613,2,6,5000.000,4500.000,D:\Data\2026-4-14\Image_2026-4-14_Img0069.txt
2026-04-14T11:58:28.305,2,7,5000.000,4400.000,D:\Data\2026-4-14\Image_2026-4-14_Img0070.txt
2026-04-14T11:58:57.045,2,8,5000.000,4300.000,D:\Data\2026-4-14\Image_2026-4-14_Img0071.txt
2026-04-14T11:59:27.018,2,9,5000.000,4200.000,D:\Data\2026-4-14\Image_2026-4-14_Img0072.txt
2026-04-14T11:59:56.813,2,10,5000.000,4100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0073.txt
2026-04-14T12:00:24.574,2,11,5000.000,4000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0074.txt
2026-04-14T12:00:52.815,2,12,5000.000,3900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0075.txt
2026-04-14T12:01:23.464,2,13,5000.000,3800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0076.txt
2026-04-14T12:01:51.885,2,14,5000.000,3700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0077.txt
