timestamp,ix, iy, x_um,y_um,file
2026-04-14T13:21:42.645,0,0,5200.000,5100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0223.txt
2026-04-14T13:22:10.128,0,1,5200.000,5000.000,D:\Data\2026-4-14\Image_2026-4-14_Img0224.txt
2026-04-14T13:22:44.450,0,2,5200.000,4900.000,D:\Data\2026-4-14\Image_2026-4-14_Img0225.txt
2026-04-14T13:23:13.815,0,3,5200.000,4800.000,D:\Data\2026-4-14\Image_2026-4-14_Img0226.txt
2026-04-14T13:23:44.115,0,4,5200.000,4700.000,D:\Data\2026-4-14\Image_2026-4-14_Img0227.txt
2026-04-14T13:24:13.637,0,5,5200.000,4600.000,D:\Data\2026-4-14\Image_2026-4-14_Img0228.txt
2026-04-14T13:24:41.276,0,6,5200.000,4500.000,D:\Data\2026-4-14\Image_2026-4-14_Img0229.txt
2026-04-14T13:25:07.893,0,7,5200.000,4400.000,D:\Data\2026-4-14\Image_2026-4-14_Img0230.txt
2026-04-14T13:25:37.367,0,8,5200.000,4300.000,D:\Data\2026-4-14\Image_2026-4-14_Img0231.txt
2026-04-14T13:26:06.566,0,9,5200.000,4200.000,D:\Data\2026-4-14\Image_2026-4-14_Img0232.txt
2026-04-14T13:26:36.950,0,10,5200.000,4100.000,D:\Data\2026-4-14\Image_2026-4-14_Img0233.txt
