DateTime
26-Aug-2021 21:36:53	296.0408	296.2778
26-Aug-2021 21:36:58	296.0327	296.179
26-Aug-2021 21:37:03	295.7028	295.8273
26-Aug-2021 21:37:08	295.7068	295.6882
26-Aug-2021 21:37:13	295.7993	295.7221
26-Aug-2021 21:37:18	295.7713	295.7028
26-Aug-2021 21:37:23	295.7613	295.7613
26-Aug-2021 21:37:28	295.7566	295.6955
26-Aug-2021 21:37:33	295.6180	295.5877
26-Aug-2021 21:37:38	295.4758	295.4542
26-Aug-2021 22:18:12	23.1942	23.1299
26-Aug-2021 22:18:17	23.1832	23.1969
26-Aug-2021 22:18:22	23.2656	23.2216
26-Aug-2021 22:18:27	23.2732	23.1956
26-Aug-2021 22:18:32	23.2973	23.1778
26-Aug-2021 22:18:37	23.2059	23.2869
26-Aug-2021 22:18:42	23.2484	23.2491
26-Aug-2021 22:18:47	23.1867	23.2285
26-Aug-2021 22:18:52	23.162	23.1764
26-Aug-2021 22:18:57	23.1429	23.256
26-Aug-2021 22:19:02	23.2024	23.1278
26-Aug-2021 22:19:07	23.1265	23.2017
26-Aug-2021 22:19:12	23.2127	23.2209
26-Aug-2021 22:19:17	23.0766	23.1668
26-Aug-2021 22:19:22	23.2251	23.1333
26-Aug-2021 22:19:27	23.1723	23.1552
26-Aug-2021 22:19:32	23.234	23.2911
26-Aug-2021 22:19:37	23.2086	23.2409
26-Aug-2021 22:19:42	23.2079	23.278
26-Aug-2021 22:19:47	23.2299	23.289
26-Aug-2021 22:19:52	23.2278	23.1805
26-Aug-2021 22:22:04	23.1873	23.2663
26-Aug-2021 22:22:09	23.3049	23.298
