IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
1600000000 2.087646e+02 
1.601333e+09 2.107750e+02 
1.602667e+09 2.097542e+02 
1604000000 2.091312e+02 
1.605333e+09 2.101917e+02 
1.606667e+09 2.087083e+02 
1608000000 2.090021e+02 
1.609333e+09 2.098875e+02 
1.610667e+09 2.096375e+02 
1612000000 2.091479e+02 
1.613333e+09 2.110937e+02 
1.614667e+09 2.089438e+02 
1616000000 2.086937e+02 
1.617333e+09 2.089000e+02 
1.618667e+09 2.091708e+02 
1620000000 2.097396e+02 
1.621333e+09 2.090125e+02 
1.622667e+09 2.107313e+02 
1624000000 2.098854e+02 
1.625333e+09 2.094292e+02 
1.626667e+09 2.096292e+02 
1628000000 2.093354e+02 
1.629333e+09 2.093187e+02 
1.630667e+09 2.083812e+02 
1632000000 2.086750e+02 
1.633333e+09 2.098188e+02 
1.634667e+09 2.083250e+02 
1.636000e+09 2.082208e+02 
1.637333e+09 2.093542e+02 
1.638667e+09 2.092479e+02 
1.640000e+09 2.089104e+02 
1.641333e+09 2.079479e+02 
1.642667e+09 2.095187e+02 
1.644000e+09 2.094354e+02 
1.645333e+09 2.090333e+02 
1.646667e+09 2.104604e+02 
1.648000e+09 2.084333e+02 
1.649333e+09 2.086875e+02 
1.650667e+09 2.085583e+02 
1.652000e+09 2.083312e+02 
1.653333e+09 2.082896e+02 
1.654667e+09 2.081000e+02 
1.656000e+09 2.086813e+02 
1.657333e+09 2.091188e+02 
1.658667e+09 2.074021e+02 
1.660000e+09 2.091292e+02 
1.661333e+09 2.076063e+02 
1.662667e+09 2.087500e+02 
1.664000e+09 2.102000e+02 
1.665333e+09 2.091604e+02 
1.666667e+09 2.097313e+02 
1.668000e+09 2.075396e+02 
1.669333e+09 2.095792e+02 
1.670667e+09 2.079479e+02 
1.672000e+09 2.089313e+02 
1.673333e+09 2.089979e+02 
1.674667e+09 2.099417e+02 
1.676000e+09 2.089583e+02 
1.677333e+09 2.086625e+02 
1.678667e+09 2.083229e+02 
1.680000e+09 2.086062e+02 
1.681333e+09 2.082729e+02 
1.682667e+09 2.094333e+02 
1.684000e+09 2.110396e+02 
1.685333e+09 2.095854e+02 
1.686667e+09 2.088687e+02 
1.688000e+09 2.089979e+02 
1.689333e+09 2.085250e+02 
1.690667e+09 2.085396e+02 
1.692000e+09 2.097250e+02 
1.693333e+09 2.089667e+02 
1.694667e+09 2.087125e+02 
1.696000e+09 2.093667e+02 
1.697333e+09 2.105083e+02 
1.698667e+09 2.089021e+02 
1.700000e+09 2.109042e+02 
1.701333e+09 2.088042e+02 
1.702667e+09 2.086896e+02 
1704000000 2.098312e+02 
1.705333e+09 2.094312e+02 
1.706667e+09 2.087625e+02 
1708000000 2.087917e+02 
1.709333e+09 2.098937e+02 
1.710667e+09 2.099583e+02 
1712000000 2.099354e+02 
1.713333e+09 2.097208e+02 
1.714667e+09 2.098375e+02 
1716000000 2.102313e+02 
1.717333e+09 2.089188e+02 
1.718667e+09 2.088458e+02 
1720000000 2.091958e+02 
1.721333e+09 2.089896e+02 
1.722667e+09 2.097167e+02 
1724000000 2.088146e+02 
1.725333e+09 2.097208e+02 
1.726667e+09 2.095854e+02 
1728000000 2.096521e+02 
1.729333e+09 2.098750e+02 
1.730667e+09 2.085042e+02 
1732000000 2.097750e+02 
1.733333e+09 2.086604e+02 
1.734667e+09 2.094021e+02 
1736000000 2.096521e+02 
1.737333e+09 2.090563e+02 
1.738667e+09 2.097229e+02 
1740000000 2.083333e+02 
1.741333e+09 2.093167e+02 
1.742667e+09 2.089562e+02 
1744000000 2.101917e+02 
1.745333e+09 2.091729e+02 
1.746667e+09 2.097062e+02 
1748000000 2.096604e+02 
1.749333e+09 2.082812e+02 
1.750667e+09 2.087812e+02 
1752000000 2.099000e+02 
1.753333e+09 2.090750e+02 
1.754667e+09 2.097792e+02 
1756000000 2.079271e+02 
1.757333e+09 2.086146e+02 
1.758667e+09 2.094417e+02 
1760000000 2.093625e+02 
1.761333e+09 2.086563e+02 
1.762667e+09 2.084750e+02 
1764000000 2.100667e+02 
1.765333e+09 2.084229e+02 
1.766667e+09 2.094125e+02 
1768000000 2.080479e+02 
1.769333e+09 2.100854e+02 
1.770667e+09 2.092229e+02 
1772000000 2.083042e+02 
1.773333e+09 2.087792e+02 
1.774667e+09 2.093562e+02 
1776000000 2.091542e+02 
1.777333e+09 2.094396e+02 
1.778667e+09 2.094313e+02 
1780000000 2.086667e+02 
1.781333e+09 2.088375e+02 
1.782667e+09 2.101354e+02 
1784000000 2.102583e+02 
1.785333e+09 2.094771e+02 
1.786667e+09 2.092896e+02 
1788000000 2.089896e+02 
1.789333e+09 2.088583e+02 
1.790667e+09 2.085771e+02 
1792000000 2.085542e+02 
1.793333e+09 2.092771e+02 
1.794667e+09 2.089000e+02 
1796000000 2.087792e+02 
1.797333e+09 2.092646e+02 
1.798667e+09 2.098375e+02 
1800000000 2.088021e+02 
1.801333e+09 2.091542e+02 
1.802667e+09 2.093250e+02 
1804000000 2.087458e+02 
1.805333e+09 2.098875e+02 
1.806667e+09 2.093208e+02 
1808000000 2.098687e+02 
1.809333e+09 2.090229e+02 
1.810667e+09 2.097708e+02 
1812000000 2.091979e+02 
1.813333e+09 2.083375e+02 
1.814667e+09 2.094771e+02 
1816000000 2.089292e+02 
1.817333e+09 2.090896e+02 
1.818667e+09 2.101937e+02 
1820000000 2.098542e+02 
1.821333e+09 2.097729e+02 
1.822667e+09 2.090125e+02 
1824000000 2.103250e+02 
1.825333e+09 2.086938e+02 
1.826667e+09 2.092229e+02 
1828000000 2.094562e+02 
1.829333e+09 2.092458e+02 
1.830667e+09 2.086229e+02 
1832000000 2.090062e+02 
1.833333e+09 2.088625e+02 
1.834667e+09 2.089062e+02 
1836000000 2.098000e+02 
1.837333e+09 2.102479e+02 
1.838667e+09 2.081354e+02 
1840000000 2.088979e+02 
1.841333e+09 2.094979e+02 
1.842667e+09 2.094750e+02 
1844000000 2.099333e+02 
1.845333e+09 2.089042e+02 
1.846667e+09 2.090833e+02 
1848000000 2.079500e+02 
1.849333e+09 2.081375e+02 
1.850667e+09 2.091688e+02 
1852000000 2.102500e+02 
1.853333e+09 2.095312e+02 
1.854667e+09 2.083646e+02 
1856000000 2.100292e+02 
1.857333e+09 2.089521e+02 
1.858667e+09 2.084313e+02 
1860000000 2.091625e+02 
1.861333e+09 2.097146e+02 
1.862667e+09 2.104750e+02 
1864000000 2.089313e+02 
1.865333e+09 2.084250e+02 
1.866667e+09 2.101083e+02 
1868000000 2.101021e+02 
1.869333e+09 2.095271e+02 
1.870667e+09 2.089583e+02 
1872000000 2.099729e+02 
1.873333e+09 2.100854e+02 
1.874667e+09 2.089875e+02 
1876000000 2.094500e+02 
1.877333e+09 2.099188e+02 
1.878667e+09 2.095333e+02 
1880000000 2.103813e+02 
1.881333e+09 2.077750e+02 
1.882667e+09 2.095604e+02 
1884000000 2.100604e+02 
1.885333e+09 2.083312e+02 
1.886667e+09 2.089521e+02 
1888000000 2.097521e+02 
1.889333e+09 2.075646e+02 
1.890667e+09 2.096229e+02 
1892000000 2.088000e+02 
1.893333e+09 2.099667e+02 
1.894667e+09 2.084146e+02 
1896000000 2.088438e+02 
1.897333e+09 2.072521e+02 
1.898667e+09 2.108521e+02 
1900000000 2.101375e+02 
1.901333e+09 2.098937e+02 
1.902667e+09 2.077708e+02 
1904000000 2.088896e+02 
1.905333e+09 2.089896e+02 
1.906667e+09 2.086750e+02 
1908000000 2.095229e+02 
1.909333e+09 2.103396e+02 
1.910667e+09 2.107958e+02 
1912000000 2.091646e+02 
1.913333e+09 2.088146e+02 
1.914667e+09 2.093125e+02 
1916000000 2.086083e+02 
1.917333e+09 2.088458e+02 
1.918667e+09 2.095063e+02 
1920000000 2.088229e+02 
1.921333e+09 2.084542e+02 
1.922667e+09 2.082854e+02 
1924000000 2.085396e+02 
1.925333e+09 2.090667e+02 
1.926667e+09 2.090750e+02 
1928000000 2.093083e+02 
1.929333e+09 2.088188e+02 
1.930667e+09 2.100479e+02 
1932000000 2.082813e+02 
1.933333e+09 2.096729e+02 
1.934667e+09 2.092125e+02 
1936000000 2.083729e+02 
1.937333e+09 2.095687e+02 
1.938667e+09 2.073479e+02 
1940000000 2.099562e+02 
1.941333e+09 2.083021e+02 
1.942667e+09 2.085729e+02 
1944000000 2.094167e+02 
1.945333e+09 2.094000e+02 
1.946667e+09 2.091396e+02 
1948000000 2.091896e+02 
1.949333e+09 2.094604e+02 
1.950667e+09 2.091750e+02 
1952000000 2.100396e+02 
1.953333e+09 2.101625e+02 
1.954667e+09 2.099542e+02 
1956000000 2.096417e+02 
1.957333e+09 2.085729e+02 
1.958667e+09 2.093417e+02 
1960000000 2.082146e+02 
1.961333e+09 2.089792e+02 
1.962667e+09 2.095104e+02 
1964000000 2.100771e+02 
1.965333e+09 2.087979e+02 
1.966667e+09 2.104271e+02 
1968000000 2.093875e+02 
1.969333e+09 2.084583e+02 
1.970667e+09 2.085479e+02 
1972000000 2.087812e+02 
1.973333e+09 2.098875e+02 
1.974667e+09 2.099250e+02 
