DateTime	A	1
30-Mar-2021 02:45:44	80.055	26.2
30-Mar-2021 02:45:49	80.04	26.4
30-Mar-2021 02:45:54	79.952	27.9
30-Mar-2021 02:45:59	79.968	27.8
30-Mar-2021 02:46:04	80.052	26.3
30-Mar-2021 02:46:09	80.045	26.3
30-Mar-2021 02:46:14	79.959	27.7
30-Mar-2021 02:46:19	79.96	27.9
30-Mar-2021 02:46:24	80.043	26.4
30-Mar-2021 02:46:29	80.048	26.3
30-Mar-2021 02:46:34	79.957	27.8
30-Mar-2021 02:46:39	79.966	27.7
30-Mar-2021 02:46:44	80.001	26.5
30-Mar-2021 02:46:49	80.051	26.3
30-Mar-2021 02:46:54	79.973	27.7
30-Mar-2021 02:46:59	79.953	27.9
30-Mar-2021 02:47:04	79.972	27.8
30-Mar-2021 02:47:09	80.045	26.4
30-Mar-2021 02:47:14	80.037	26.5
30-Mar-2021 02:47:19	79.958	27.8
30-Mar-2021 02:47:24	79.974	27.7
30-Mar-2021 02:47:29	80.047	26.4
30-Mar-2021 02:47:34	80.042	26.5
30-Mar-2021 02:47:39	79.966	27.8
30-Mar-2021 02:47:44	79.97	27.8
30-Mar-2021 02:47:49	80.037	26.5
30-Mar-2021 02:47:54	80.045	26.3
30-Mar-2021 02:47:59	79.961	27.7
30-Mar-2021 02:48:04	79.961	27.8
30-Mar-2021 02:48:09	80.017	26.4
30-Mar-2021 02:48:14	80.049	26.3
30-Mar-2021 02:48:19	79.97	27.7
30-Mar-2021 02:48:24	79.956	27.9
30-Mar-2021 02:48:29	79.97	27.9
30-Mar-2021 02:48:34	80.053	26.3
30-Mar-2021 02:48:39	80.043	26.3
30-Mar-2021 02:48:44	79.967	27.7
30-Mar-2021 02:48:49	79.966	27.8
30-Mar-2021 02:48:54	80.038	26.6
30-Mar-2021 02:48:59	80.045	26.4
30-Mar-2021 02:49:04	79.956	27.8
30-Mar-2021 02:49:09	79.964	27.8
30-Mar-2021 02:49:14	80.038	26.5
30-Mar-2021 02:49:19	80.048	26.2
30-Mar-2021 02:49:24	79.957	27.8
30-Mar-2021 02:49:29	79.965	27.8
30-Mar-2021 02:49:34	80.027	26.4
30-Mar-2021 02:49:39	80.05	26.3
30-Mar-2021 02:49:44	79.966	27.8
30-Mar-2021 02:49:49	79.963	27.7
30-Mar-2021 02:49:54	79.966	27.9
30-Mar-2021 02:49:59	80.052	26.3
30-Mar-2021 02:50:04	80.027	27.1
30-Mar-2021 02:50:09	79.96	27.8
30-Mar-2021 02:50:14	79.977	27.6
30-Mar-2021 02:50:19	80.049	26.4
30-Mar-2021 02:50:24	80.036	26.4
30-Mar-2021 02:50:29	79.96	27.6
30-Mar-2021 02:50:34	79.969	27.6
30-Mar-2021 02:50:39	80.041	26.4
30-Mar-2021 02:50:44	80.048	26.3
30-Mar-2021 02:50:49	79.958	27.8
30-Mar-2021 02:50:54	79.959	27.9
30-Mar-2021 02:50:59	80.022	26.4
30-Mar-2021 02:51:04	80.047	26.3
30-Mar-2021 02:51:09	79.969	27.7
30-Mar-2021 02:51:14	79.961	27.8
30-Mar-2021 02:51:19	79.976	27.7
30-Mar-2021 02:51:24	80.052	26.3
30-Mar-2021 02:51:29	80.019	27.6
30-Mar-2021 02:51:34	79.965	27.6
30-Mar-2021 02:51:39	79.967	27.8
30-Mar-2021 02:51:44	80.049	26.3
30-Mar-2021 02:51:49	80.031	26.5
30-Mar-2021 02:51:54	79.96	27.7
30-Mar-2021 02:51:59	79.957	28
30-Mar-2021 02:52:04	80.058	26.1
30-Mar-2021 02:52:09	80.041	26.4
30-Mar-2021 02:52:14	79.963	27.7
30-Mar-2021 02:52:19	79.969	27.8
30-Mar-2021 02:52:24	80.026	26.4
30-Mar-2021 02:52:29	80.041	26.4
30-Mar-2021 02:52:34	79.959	27.9
30-Mar-2021 02:52:39	79.959	28
30-Mar-2021 02:52:44	79.968	28
30-Mar-2021 02:52:49	80.057	26.3
30-Mar-2021 02:52:54	80.017	27.6
30-Mar-2021 02:52:59	79.971	27.6
30-Mar-2021 02:53:04	79.971	27.8
30-Mar-2021 02:53:09	80.05	26.3
30-Mar-2021 02:53:14	80.04	26.4
30-Mar-2021 02:53:19	79.963	27.8
30-Mar-2021 02:53:24	79.965	27.8
30-Mar-2021 02:53:29	80.052	26.3
30-Mar-2021 02:53:34	80.04	26.4
30-Mar-2021 02:53:39	79.959	27.8
30-Mar-2021 02:53:44	79.959	27.9
30-Mar-2021 02:53:49	80.028	26.4
30-Mar-2021 02:53:54	80.044	26.3
30-Mar-2021 02:53:59	79.967	27.7
30-Mar-2021 02:54:04	79.95	28
30-Mar-2021 02:54:09	79.967	27.9
30-Mar-2021 02:54:14	80.044	26.5
30-Mar-2021 02:54:19	80.015	27.7
30-Mar-2021 02:54:24	79.965	27.7
30-Mar-2021 02:54:29	79.963	27.9
30-Mar-2021 02:54:34	80.046	26.5
30-Mar-2021 02:54:39	80.038	26.4
30-Mar-2021 02:54:44	79.974	27.5
30-Mar-2021 02:54:49	79.966	27.8
30-Mar-2021 02:54:54	80.042	26.5
30-Mar-2021 02:54:59	80.051	26.2
30-Mar-2021 02:55:04	79.954	27.8
30-Mar-2021 02:55:09	79.963	27.7
30-Mar-2021 02:55:14	80.031	26.3
30-Mar-2021 02:55:19	80.048	26.3
30-Mar-2021 02:55:24	79.968	27.6
30-Mar-2021 02:55:29	79.968	27.7
30-Mar-2021 02:55:34	79.965	27.9
30-Mar-2021 02:55:39	80.028	26.6
30-Mar-2021 02:55:44	80.002	27.7
30-Mar-2021 02:55:49	79.959	27.9
30-Mar-2021 02:55:54	79.971	27.8
30-Mar-2021 02:55:59	80.055	26.2
30-Mar-2021 02:56:04	80.038	26.4
30-Mar-2021 02:56:09	79.971	27.6
30-Mar-2021 02:56:14	79.971	27.6
30-Mar-2021 02:56:19	80.055	26.2
30-Mar-2021 02:56:24	80.048	26.1
30-Mar-2021 02:56:29	79.959	27.7
30-Mar-2021 02:56:34	79.962	27.8
30-Mar-2021 02:56:39	80.029	26.4
30-Mar-2021 02:56:44	80.05	26.2
30-Mar-2021 02:56:49	79.966	27.7
30-Mar-2021 02:56:54	79.949	27.9
30-Mar-2021 02:56:59	79.965	27.9
30-Mar-2021 02:57:04	80.043	26.5
30-Mar-2021 02:57:09	80.003	27.7
30-Mar-2021 02:57:14	79.959	27.9
30-Mar-2021 02:57:19	79.968	27.8
30-Mar-2021 02:57:24	80.047	26.4
30-Mar-2021 02:57:29	80.04	26.4
30-Mar-2021 02:57:34	79.972	27.5
30-Mar-2021 02:57:39	79.973	27.6
30-Mar-2021 02:57:44	80.055	26.2
30-Mar-2021 02:57:49	80.045	26.3
30-Mar-2021 02:57:54	79.955	27.8
30-Mar-2021 02:57:59	79.953	28
30-Mar-2021 02:58:04	80.037	26.3
30-Mar-2021 02:58:09	80.054	26.2
30-Mar-2021 02:58:14	79.967	27.7
30-Mar-2021 02:58:19	79.971	27.6
30-Mar-2021 02:58:24	79.969	27.8
30-Mar-2021 02:58:29	80.051	26.3
30-Mar-2021 02:58:34	79.998	27.6
30-Mar-2021 02:58:39	79.963	27.7
30-Mar-2021 02:58:44	79.962	27.9
30-Mar-2021 02:58:49	80.052	26.3
30-Mar-2021 02:58:54	80.041	26.4
30-Mar-2021 02:58:59	79.96	27.8
30-Mar-2021 02:59:04	79.967	27.8
30-Mar-2021 02:59:09	80.053	26.2
30-Mar-2021 02:59:14	80.044	26.3
30-Mar-2021 02:59:19	79.96	27.7
30-Mar-2021 02:59:24	79.964	27.8
30-Mar-2021 02:59:29	80.037	26.3
30-Mar-2021 02:59:34	80.048	26.3
30-Mar-2021 02:59:39	79.958	27.8
30-Mar-2021 02:59:44	79.956	27.8
30-Mar-2021 02:59:49	79.981	27.6
30-Mar-2021 02:59:54	80.045	26.4
30-Mar-2021 02:59:59	79.985	27.9
30-Mar-2021 03:00:04	79.956	27.9
30-Mar-2021 03:00:09	79.973	27.7
30-Mar-2021 03:00:14	80.061	26.2
30-Mar-2021 03:00:19	80.042	26.4
30-Mar-2021 03:00:24	79.964	27.7
30-Mar-2021 03:00:29	79.967	27.7
30-Mar-2021 03:00:34	79.979	27.7
30-Mar-2021 03:00:39	79.989	27.6
30-Mar-2021 03:00:44	79.999	27.5
30-Mar-2021 03:00:49	80.005	27.3
30-Mar-2021 03:00:54	80.016	27.1
30-Mar-2021 03:00:59	79.674	33.1
30-Mar-2021 03:01:04	80.166	24.8
30-Mar-2021 03:01:09	80.449	18.9
30-Mar-2021 03:01:14	80.671	13
30-Mar-2021 03:01:19	80.852	6.6
30-Mar-2021 03:01:24	80.925	2
30-Mar-2021 03:01:29	80.881	0
30-Mar-2021 03:01:34	80.887	0
30-Mar-2021 03:01:39	80.599	0
30-Mar-2021 03:01:44	79.913	8.9
30-Mar-2021 03:01:49	79.257	22.4
30-Mar-2021 03:01:54	78.752	33.9
30-Mar-2021 03:01:59	78.668	40.2
30-Mar-2021 03:02:04	78.841	42.2
30-Mar-2021 03:02:09	79.027	43.3
30-Mar-2021 03:02:14	79.184	44.5
30-Mar-2021 03:02:19	79.403	43.4
30-Mar-2021 03:02:24	79.668	41.1
30-Mar-2021 03:02:29	79.784	40.3
30-Mar-2021 03:02:34	79.81	40.7
30-Mar-2021 03:02:39	79.865	40.5
30-Mar-2021 03:02:44	79.965	38.7
30-Mar-2021 03:02:49	80.005	38.7
30-Mar-2021 03:02:54	79.919	40.4
30-Mar-2021 03:02:59	79.953	39.9
30-Mar-2021 03:03:04	79.974	39.8
30-Mar-2021 03:03:09	80.055	38.1
30-Mar-2021 03:03:14	80.033	38.6
30-Mar-2021 03:03:19	79.966	39.8
30-Mar-2021 03:03:24	79.978	39.8
30-Mar-2021 03:03:29	80.101	37.3
30-Mar-2021 03:03:34	80.064	37.7
30-Mar-2021 03:03:39	79.953	39.7
30-Mar-2021 03:03:44	79.951	39.9
30-Mar-2021 03:03:49	80.047	38.1
30-Mar-2021 03:03:54	80.029	38.6
30-Mar-2021 03:03:59	79.984	39.3
30-Mar-2021 03:04:04	79.969	39.4
30-Mar-2021 03:04:09	79.987	38.3
30-Mar-2021 03:04:14	80.067	37.5
30-Mar-2021 03:04:19	79.984	39.1
30-Mar-2021 03:04:24	79.976	39.1
30-Mar-2021 03:04:29	79.981	39
30-Mar-2021 03:04:34	80.05	37.7
30-Mar-2021 03:04:39	80.025	38
30-Mar-2021 03:04:44	79.925	39.8
30-Mar-2021 03:04:49	79.967	39.5
30-Mar-2021 03:04:54	80.066	37.7
30-Mar-2021 03:04:59	80.031	38.1
30-Mar-2021 03:05:04	79.976	39.2
30-Mar-2021 03:05:09	79.965	39.2
30-Mar-2021 03:05:14	80.031	38
30-Mar-2021 03:05:19	80.073	37.5
30-Mar-2021 03:05:24	79.946	39.5
30-Mar-2021 03:05:29	79.994	38.6
30-Mar-2021 03:05:34	79.973	39.2
30-Mar-2021 03:05:39	80.077	37.2
30-Mar-2021 03:05:44	79.954	39.7
30-Mar-2021 03:05:49	79.933	39.7
30-Mar-2021 03:05:54	79.985	38.8
30-Mar-2021 03:05:59	80.077	37.2
30-Mar-2021 03:06:04	80.027	37.9
30-Mar-2021 03:06:09	79.939	39.5
30-Mar-2021 03:06:14	79.958	39.5
30-Mar-2021 03:06:19	80.037	38.3
30-Mar-2021 03:06:24	80.065	37.4
30-Mar-2021 03:06:29	79.962	39.1
30-Mar-2021 03:06:34	79.975	39
30-Mar-2021 03:06:39	80.022	37.8
30-Mar-2021 03:06:44	80.06	37.6
30-Mar-2021 03:06:49	79.962	39.1
30-Mar-2021 03:06:54	79.962	39.2
30-Mar-2021 03:06:59	79.979	38.9
30-Mar-2021 03:07:04	80.042	37.9
30-Mar-2021 03:07:09	80.034	38.5
30-Mar-2021 03:07:14	79.959	39.1
30-Mar-2021 03:07:19	79.975	38.9
30-Mar-2021 03:07:24	80.046	37.6
30-Mar-2021 03:07:29	80.011	38.2
30-Mar-2021 03:07:34	79.956	39.2
30-Mar-2021 03:07:39	79.968	39.2
30-Mar-2021 03:07:44	80.05	37.6
30-Mar-2021 03:07:49	80.046	37.5
30-Mar-2021 03:07:54	79.964	38.9
30-Mar-2021 03:07:59	79.975	38.9
30-Mar-2021 03:08:04	80.022	37.5
30-Mar-2021 03:08:09	80.064	37.3
30-Mar-2021 03:08:14	79.934	39.7
30-Mar-2021 03:08:19	79.971	38.8
30-Mar-2021 03:08:24	79.987	38.8
30-Mar-2021 03:08:29	80.036	38.1
30-Mar-2021 03:08:34	80.026	37.7
30-Mar-2021 03:08:39	79.986	38.6
30-Mar-2021 03:08:44	79.962	39.1
30-Mar-2021 03:08:49	80.061	37.4
30-Mar-2021 03:08:54	80.051	37.3
30-Mar-2021 03:08:59	79.938	39.4
30-Mar-2021 03:09:04	79.969	39
30-Mar-2021 03:09:09	80.09	36.7
30-Mar-2021 03:09:14	80.04	37.6
30-Mar-2021 03:09:19	79.948	39.2
30-Mar-2021 03:09:24	79.947	39.2
30-Mar-2021 03:09:29	79.983	37.7
30-Mar-2021 03:09:34	80.068	37.2
30-Mar-2021 03:09:39	79.991	38.7
30-Mar-2021 03:09:44	79.947	39
30-Mar-2021 03:09:49	79.975	39
30-Mar-2021 03:09:54	80.08	36.8
30-Mar-2021 03:09:59	80.054	37.2
30-Mar-2021 03:10:04	79.968	38.6
30-Mar-2021 03:10:09	79.962	38.9
30-Mar-2021 03:10:14	80.033	37.8
30-Mar-2021 03:10:19	80.048	37.4
30-Mar-2021 03:10:24	79.953	39
30-Mar-2021 03:10:29	79.971	38.9
30-Mar-2021 03:10:34	80.031	37.7
30-Mar-2021 03:10:39	80.077	37
30-Mar-2021 03:10:44	79.951	39.2
30-Mar-2021 03:10:49	79.968	38.7
30-Mar-2021 03:10:54	79.964	39
30-Mar-2021 03:10:59	80.051	37.5
30-Mar-2021 03:11:04	80.024	37.4
30-Mar-2021 03:11:09	79.981	38.6
30-Mar-2021 03:11:14	79.977	38.8
30-Mar-2021 03:11:19	80.048	37.3
30-Mar-2021 03:11:24	80.027	37.6
30-Mar-2021 03:11:29	79.96	38.6
30-Mar-2021 03:11:34	79.956	39
30-Mar-2021 03:11:39	80.021	37.8
30-Mar-2021 03:11:44	80.065	37.2
30-Mar-2021 03:11:49	79.965	38.9
30-Mar-2021 03:11:54	79.993	38.3
30-Mar-2021 03:11:59	79.948	39.3
30-Mar-2021 03:12:04	80.064	37.2
30-Mar-2021 03:12:09	80.047	37.1
30-Mar-2021 03:12:14	79.968	38.6
30-Mar-2021 03:12:19	79.979	38.6
30-Mar-2021 03:12:24	80.046	37.3
30-Mar-2021 03:12:29	80.038	37.4
30-Mar-2021 03:12:34	79.942	39.2
30-Mar-2021 03:12:39	79.965	38.9
30-Mar-2021 03:12:44	80.039	37.3
30-Mar-2021 03:12:49	80.061	37.1
30-Mar-2021 03:12:54	79.961	38.8
30-Mar-2021 03:12:59	79.953	38.9
30-Mar-2021 03:13:04	79.951	39.1
30-Mar-2021 03:13:09	80.073	37
30-Mar-2021 03:13:14	80.006	37.8
30-Mar-2021 03:13:19	79.953	39
30-Mar-2021 03:13:24	79.977	38.7
30-Mar-2021 03:13:29	80.053	37.5
30-Mar-2021 03:13:34	80.04	37.4
30-Mar-2021 03:13:39	79.95	38.9
30-Mar-2021 03:13:44	79.952	39.1
30-Mar-2021 03:13:49	80.05	37.1
30-Mar-2021 03:13:54	80.047	37.6
30-Mar-2021 03:13:59	79.976	38.6
30-Mar-2021 03:14:04	79.966	38.6
30-Mar-2021 03:14:09	79.971	38.7
30-Mar-2021 03:14:14	80.029	37.6
30-Mar-2021 03:14:19	80.012	37.5
30-Mar-2021 03:14:24	79.947	39
30-Mar-2021 03:14:29	79.985	38.5
30-Mar-2021 03:14:34	80.058	37.4
30-Mar-2021 03:14:39	80.045	37.2
30-Mar-2021 03:14:44	79.947	39
30-Mar-2021 03:14:49	79.957	38.9
30-Mar-2021 03:14:54	80.063	37.1
30-Mar-2021 03:14:59	80.03	37.5
30-Mar-2021 03:15:04	79.944	39.1
30-Mar-2021 03:15:09	79.976	38.5
30-Mar-2021 03:15:14	79.964	38.9
30-Mar-2021 03:15:19	80.087	36.5
30-Mar-2021 03:15:24	80.036	37.4
30-Mar-2021 03:15:29	79.95	38.9
30-Mar-2021 03:15:34	79.953	38.9
30-Mar-2021 03:15:39	80.071	36.9
30-Mar-2021 03:15:44	80.014	37.7
30-Mar-2021 03:15:49	79.957	38.8
30-Mar-2021 03:15:54	79.973	38.6
30-Mar-2021 03:15:59	80.056	36.9
30-Mar-2021 03:16:04	80.03	37.6
30-Mar-2021 03:16:09	79.955	38.9
30-Mar-2021 03:16:14	79.965	38.8
30-Mar-2021 03:16:19	79.983	38.6
30-Mar-2021 03:16:24	80.055	37.2
30-Mar-2021 03:16:29	80.028	37.4
30-Mar-2021 03:16:34	79.96	38.5
30-Mar-2021 03:16:39	79.937	39.4
30-Mar-2021 03:16:44	80.088	36.5
30-Mar-2021 03:16:49	80.061	37
30-Mar-2021 03:16:54	79.934	39
30-Mar-2021 03:16:59	79.943	39
30-Mar-2021 03:17:04	80.074	36.6
30-Mar-2021 03:17:09	80.062	36.9
30-Mar-2021 03:17:14	79.949	38.9
30-Mar-2021 03:17:19	79.942	39.1
30-Mar-2021 03:17:24	79.986	38.3
30-Mar-2021 03:17:29	80.047	37.3
30-Mar-2021 03:17:34	80.014	38.4
30-Mar-2021 03:17:39	79.947	38.9
30-Mar-2021 03:17:44	79.967	38.7
30-Mar-2021 03:17:49	80.065	37
30-Mar-2021 03:17:54	80.053	37
30-Mar-2021 03:17:59	79.947	38.8
30-Mar-2021 03:18:04	79.966	38.6
30-Mar-2021 03:18:09	80.072	36.6
30-Mar-2021 03:18:14	80.067	36.7
30-Mar-2021 03:18:19	79.936	39
30-Mar-2021 03:18:24	79.951	38.8
30-Mar-2021 03:18:29	79.968	38.7
30-Mar-2021 03:18:34	80.082	36.8
30-Mar-2021 03:18:39	80.016	38.8
30-Mar-2021 03:18:44	79.937	39.2
30-Mar-2021 03:18:49	79.972	38.6
30-Mar-2021 03:18:54	80.081	36.6
30-Mar-2021 03:18:59	80.058	36.9
30-Mar-2021 03:19:04	79.952	38.6
30-Mar-2021 03:19:09	79.947	39
30-Mar-2021 03:19:14	80.033	37.4
30-Mar-2021 03:19:19	80.06	37
30-Mar-2021 03:19:24	79.954	38.8
30-Mar-2021 03:19:29	79.968	38.6
30-Mar-2021 03:19:34	79.964	38.8
30-Mar-2021 03:19:39	80.108	36.1
30-Mar-2021 03:19:44	79.998	39
30-Mar-2021 03:19:49	79.918	39.3
30-Mar-2021 03:19:54	79.978	38.5
30-Mar-2021 03:19:59	80.095	36.4
30-Mar-2021 03:20:04	80.048	37
30-Mar-2021 03:20:09	79.957	38.3
30-Mar-2021 03:20:14	79.945	39.1
30-Mar-2021 03:20:19	80.07	36.4
30-Mar-2021 03:20:24	80.05	37
30-Mar-2021 03:20:29	79.945	38.7
30-Mar-2021 03:20:34	79.939	39.1
30-Mar-2021 03:20:39	79.962	38.7
30-Mar-2021 03:20:44	80.049	37.2
30-Mar-2021 03:20:49	80.018	38.5
30-Mar-2021 03:20:54	79.976	38.3
30-Mar-2021 03:20:59	79.945	39.1
30-Mar-2021 03:21:04	80.048	37.2
30-Mar-2021 03:21:09	80.048	37.2
30-Mar-2021 03:21:14	79.954	38.9
30-Mar-2021 03:21:19	79.985	38.3
30-Mar-2021 03:21:24	80.017	37.1
30-Mar-2021 03:21:29	80.09	36.4
30-Mar-2021 03:21:34	79.972	38.7
30-Mar-2021 03:21:39	79.938	38.9
30-Mar-2021 03:21:44	79.985	38.3
30-Mar-2021 03:21:49	80.066	36.7
30-Mar-2021 03:21:54	80.047	37.1
30-Mar-2021 03:21:59	79.929	38.9
30-Mar-2021 03:22:04	79.958	38.7
30-Mar-2021 03:22:09	80.073	36.6
30-Mar-2021 03:22:14	80.027	37.5
30-Mar-2021 03:22:19	79.965	38.5
30-Mar-2021 03:22:24	79.962	38.6
30-Mar-2021 03:22:29	79.983	38.3
30-Mar-2021 03:22:34	80.076	36.7
30-Mar-2021 03:22:39	80.006	37.7
30-Mar-2021 03:22:44	79.973	38.4
30-Mar-2021 03:22:49	79.998	38
30-Mar-2021 03:22:54	80.037	37.3
30-Mar-2021 03:22:59	80.022	37.4
30-Mar-2021 03:23:04	79.974	38.2
30-Mar-2021 03:23:09	79.962	38.5
30-Mar-2021 03:23:14	79.968	38.7
30-Mar-2021 03:23:19	80.064	36.7
30-Mar-2021 03:23:24	79.989	38.5
30-Mar-2021 03:23:29	79.946	38.8
30-Mar-2021 03:23:34	79.949	38.8
30-Mar-2021 03:23:39	80.065	36.9
30-Mar-2021 03:23:44	80.062	36.7
30-Mar-2021 03:23:49	79.947	38.7
30-Mar-2021 03:23:54	79.968	38.5
30-Mar-2021 03:23:59	80.039	37
30-Mar-2021 03:24:04	80.065	36.8
30-Mar-2021 03:24:09	79.991	37.9
30-Mar-2021 03:24:14	79.938	38.9
30-Mar-2021 03:24:19	79.967	38.4
30-Mar-2021 03:24:24	80.067	36.7
30-Mar-2021 03:24:29	80.042	36.9
30-Mar-2021 03:24:34	79.932	38.9
30-Mar-2021 03:24:39	79.99	38.2
30-Mar-2021 03:24:44	80.039	37.2
30-Mar-2021 03:24:49	80.06	36.9
30-Mar-2021 03:24:54	79.95	38.7
30-Mar-2021 03:24:59	79.943	39
30-Mar-2021 03:25:04	79.975	38.5
30-Mar-2021 03:25:09	80.08	36.6
30-Mar-2021 03:25:14	80.02	38.1
30-Mar-2021 03:25:19	79.962	38.4
30-Mar-2021 03:25:24	79.963	38.6
30-Mar-2021 03:25:29	80.086	36.4
30-Mar-2021 03:25:34	80.044	36.9
30-Mar-2021 03:25:39	79.952	38.5
30-Mar-2021 03:25:44	79.939	38.9
30-Mar-2021 03:25:49	80.032	36.8
30-Mar-2021 03:25:54	80.09	36.2
30-Mar-2021 03:25:59	79.942	38.7
30-Mar-2021 03:26:04	79.94	38.8
30-Mar-2021 03:26:09	79.939	39
30-Mar-2021 03:26:14	80.09	36.5
30-Mar-2021 03:26:19	80.057	36.7
30-Mar-2021 03:26:24	79.941	38.8
30-Mar-2021 03:26:29	79.996	38
30-Mar-2021 03:26:34	80.037	37.1
30-Mar-2021 03:26:39	80.071	36.4
30-Mar-2021 03:26:44	79.946	38.6
30-Mar-2021 03:26:49	79.963	38.4
30-Mar-2021 03:26:54	79.967	38.5
30-Mar-2021 03:26:59	80.07	36.7
30-Mar-2021 03:27:04	80.043	36.5
30-Mar-2021 03:27:09	79.95	38.4
30-Mar-2021 03:27:14	79.98	38
30-Mar-2021 03:27:19	80.074	36.6
30-Mar-2021 03:27:24	80.055	36.6
30-Mar-2021 03:27:29	79.923	38.9
30-Mar-2021 03:27:34	79.929	39.1
30-Mar-2021 03:27:39	80.042	36.4
30-Mar-2021 03:27:44	80.09	36.3
30-Mar-2021 03:27:49	79.962	38.5
30-Mar-2021 03:27:54	79.925	39
30-Mar-2021 03:27:59	79.958	38.7
30-Mar-2021 03:28:04	80.072	36.6
30-Mar-2021 03:28:09	80.096	36
30-Mar-2021 03:28:14	79.961	38.1
30-Mar-2021 03:28:19	79.95	38.6
30-Mar-2021 03:28:24	80.071	36.2
30-Mar-2021 03:28:29	80.06	36.5
30-Mar-2021 03:28:34	79.928	38.8
30-Mar-2021 03:28:39	79.941	38.7
30-Mar-2021 03:28:44	79.96	38.4
30-Mar-2021 03:28:49	80.098	36.1
30-Mar-2021 03:28:54	80.065	36.4
30-Mar-2021 03:28:59	79.95	38.5
30-Mar-2021 03:29:04	79.937	38.9
30-Mar-2021 03:29:09	80.076	36.4
30-Mar-2021 03:29:14	80.028	37.3
30-Mar-2021 03:29:19	79.925	39.1
30-Mar-2021 03:29:24	79.941	38.8
30-Mar-2021 03:29:29	79.96	38.7
30-Mar-2021 03:29:34	80.061	37
30-Mar-2021 03:29:39	80.009	38.5
30-Mar-2021 03:29:44	79.955	38.7
30-Mar-2021 03:29:49	79.968	38.5
30-Mar-2021 03:29:54	80.106	36
30-Mar-2021 03:29:59	80.074	36.3
30-Mar-2021 03:30:04	79.939	38.7
30-Mar-2021 03:30:09	79.948	38.5
30-Mar-2021 03:30:14	80.066	36
30-Mar-2021 03:30:19	80.058	36.7
30-Mar-2021 03:30:24	79.939	38.7
30-Mar-2021 03:30:29	79.923	39
30-Mar-2021 03:30:34	79.952	38.7
30-Mar-2021 03:30:39	80.107	35.8
30-Mar-2021 03:30:44	80.065	36.5
30-Mar-2021 03:30:49	79.902	39.4
30-Mar-2021 03:30:54	79.959	38.5
30-Mar-2021 03:30:59	80.083	36.4
30-Mar-2021 03:31:04	80.1	35.9
30-Mar-2021 03:31:09	79.938	38.7
30-Mar-2021 03:31:14	79.962	38.3
30-Mar-2021 03:31:19	79.971	38.4
30-Mar-2021 03:31:24	79.969	38.4
30-Mar-2021 03:31:29	79.99	38.2
30-Mar-2021 03:31:34	79.998	38.2
30-Mar-2021 03:31:39	80.023	37.5
30-Mar-2021 03:31:44	80.027	37.5
30-Mar-2021 03:31:49	80.084	36.3
30-Mar-2021 03:31:54	80.055	36.4
30-Mar-2021 03:31:59	79.953	38.1
30-Mar-2021 03:32:04	79.964	38.1
30-Mar-2021 03:32:09	80.028	37.2
30-Mar-2021 03:32:14	80.023	37.2
30-Mar-2021 03:32:19	79.951	38.5
30-Mar-2021 03:32:24	79.942	38.8
30-Mar-2021 03:32:29	79.98	38.1
30-Mar-2021 03:32:34	80.055	36.8
30-Mar-2021 03:32:39	80.049	36.8
30-Mar-2021 03:32:44	79.944	38.6
30-Mar-2021 03:32:49	79.975	38.3
30-Mar-2021 03:32:54	80.064	36.5
30-Mar-2021 03:32:59	80.041	37
30-Mar-2021 03:33:04	79.96	38.1
30-Mar-2021 03:33:09	79.946	38.5
30-Mar-2021 03:33:14	79.962	38.6
30-Mar-2021 03:33:19	80.084	36.4
30-Mar-2021 03:33:24	80.047	36.6
30-Mar-2021 03:33:29	79.951	38.3
30-Mar-2021 03:33:34	79.964	38.1
30-Mar-2021 03:33:39	80.069	36.3
30-Mar-2021 03:33:44	80.026	37.1
30-Mar-2021 03:33:49	79.917	39
30-Mar-2021 03:33:54	79.964	38.3
30-Mar-2021 03:33:59	79.954	38.6
30-Mar-2021 03:34:04	80.08	36.5
30-Mar-2021 03:34:09	80.065	36.4
30-Mar-2021 03:34:14	79.941	38.7
30-Mar-2021 03:34:19	79.992	37.6
30-Mar-2021 03:34:24	80.06	36.4
30-Mar-2021 03:34:29	80.053	36.6
30-Mar-2021 03:34:34	79.944	38.6
30-Mar-2021 03:34:39	79.978	37.7
30-Mar-2021 03:34:44	79.979	37.9
30-Mar-2021 03:34:49	80.073	36.5
30-Mar-2021 03:34:54	80.05	36.5
30-Mar-2021 03:34:59	79.927	38.7
30-Mar-2021 03:35:04	79.945	38.6
30-Mar-2021 03:35:09	80.058	36.5
30-Mar-2021 03:35:14	80.081	36.1
30-Mar-2021 03:35:19	79.955	38.3
30-Mar-2021 03:35:24	79.938	38.5
30-Mar-2021 03:35:29	79.972	38.2
30-Mar-2021 03:35:34	80.042	36.9
30-Mar-2021 03:35:39	80.044	36.7
30-Mar-2021 03:35:44	79.924	38.8
30-Mar-2021 03:35:49	79.953	38.6
30-Mar-2021 03:35:54	80.085	36
30-Mar-2021 03:35:59	80.069	36.4
30-Mar-2021 03:36:04	79.946	38.4
30-Mar-2021 03:36:09	79.944	38.4
30-Mar-2021 03:36:14	79.973	38.1
30-Mar-2021 03:36:19	80.074	36.3
30-Mar-2021 03:36:24	80.079	36
30-Mar-2021 03:36:29	79.941	38.5
30-Mar-2021 03:36:34	79.96	38.2
30-Mar-2021 03:36:39	80.057	36.2
