IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2570000000 7.965975e+03 
2.572150e+09 7.946850e+03 
2574300000 7.946725e+03 
2576450000 7.933575e+03 
2578600000 7.932825e+03 
2.580750e+09 7.926875e+03 
2582900000 7.926025e+03 
2585050000 7.920375e+03 
2.587200e+09 7.940825e+03 
2589350000 7.957550e+03 
2591500000 7.933975e+03 
2593650000 7.941075e+03 
2.595800e+09 7937 
2597950000 7.941150e+03 
2600100000 7.951250e+03 
2.602250e+09 7.953425e+03 
2604400000 7.950025e+03 
2606550000 7.956925e+03 
2608700000 7.929350e+03 
2.610850e+09 7.926750e+03 
2613000000 7.950275e+03 
2615150000 7.915275e+03 
2.617300e+09 7.916200e+03 
2619450000 7.913375e+03 
2621600000 7.946300e+03 
2623750000 7.956500e+03 
2.625900e+09 7.913750e+03 
2628050000 7.941500e+03 
2630200000 7.934450e+03 
2.632350e+09 7.949150e+03 
2634500000 7.931450e+03 
2636650000 7.926175e+03 
2638800000 7.926300e+03 
2.640950e+09 7.945825e+03 
2643100000 7.933400e+03 
2645250000 7.930500e+03 
2.647400e+09 7.948550e+03 
2649550000 7.953800e+03 
2651700000 7.953850e+03 
2653850000 7.956525e+03 
2.656000e+09 7.943575e+03 
2658150000 7.956150e+03 
2660300000 7.943775e+03 
2.662450e+09 7.958300e+03 
2664600000 7.953300e+03 
2666750000 7.952750e+03 
2668900000 7.942825e+03 
2.671050e+09 7.946375e+03 
2673200000 7.955875e+03 
2675350000 7.940275e+03 
2677500000 7.944825e+03 
2679650000 7.944075e+03 
2681800000 7.958700e+03 
2683950000 7.940875e+03 
2.686100e+09 7.952650e+03 
2688250000 7.936675e+03 
2690400000 7.934125e+03 
2692550000 7.932900e+03 
2694700000 7.954875e+03 
2696850000 7.943575e+03 
2699000000 7.935875e+03 
2.701150e+09 7.952475e+03 
2703300000 7.933550e+03 
2705450000 7.955750e+03 
2707600000 7.955375e+03 
2.709750e+09 7.961275e+03 
2711900000 7.962050e+03 
2714050000 7.936575e+03 
2.716200e+09 7.961675e+03 
2718350000 7.940900e+03 
2720500000 7.942750e+03 
2722650000 7.940275e+03 
2724800000 7.963450e+03 
2726950000 7.918025e+03 
2729100000 7.937625e+03 
2.731250e+09 7.921050e+03 
2733400000 7.933650e+03 
2735550000 7.937300e+03 
2737700000 7.946450e+03 
2.739850e+09 7.935750e+03 
2742000000 7.946875e+03 
2744150000 7.941075e+03 
2.746300e+09 7.951375e+03 
2748450000 7.941675e+03 
2750600000 7.964225e+03 
2752750000 7.943850e+03 
2754900000 7.928675e+03 
2757050000 7.939550e+03 
2759200000 7.929375e+03 
2.761350e+09 7.948900e+03 
2763500000 7.969775e+03 
2765650000 7.963400e+03 
2767800000 7.943850e+03 
2.769950e+09 7.961100e+03 
2772100000 7.929425e+03 
2774250000 7.943675e+03 
2.776400e+09 7.912575e+03 
2778550000 7.898950e+03 
2780700000 7.862200e+03 
2782850000 7.854075e+03 
2785000000 7.849050e+03 
2787150000 7.787975e+03 
2789300000 7.787775e+03 
2791450000 7.754050e+03 
2793600000 7.749100e+03 
2795750000 7.755275e+03 
2797900000 7.759275e+03 
2.800050e+09 7.771375e+03 
2802200000 7.790425e+03 
2804350000 7.832275e+03 
2806500000 7.851675e+03 
2808650000 7.856700e+03 
2810800000 7.912675e+03 
2812950000 7.915600e+03 
2815100000 7.934300e+03 
2817250000 7.913550e+03 
2819400000 7.926575e+03 
2821550000 7.940350e+03 
2823700000 7.942300e+03 
2825850000 7.938600e+03 
2828000000 7.932775e+03 
2.830150e+09 7.960175e+03 
2832300000 7.941825e+03 
2834450000 7.934525e+03 
2836600000 7.930300e+03 
2838750000 7.919075e+03 
2840900000 7.925450e+03 
2843050000 7.911150e+03 
2845200000 7909 
2847350000 7.929725e+03 
2849500000 7.933125e+03 
2851650000 7.929975e+03 
2853800000 7.923425e+03 
2855950000 7.934200e+03 
2858100000 7.948625e+03 
2.860250e+09 7.909275e+03 
2862400000 7.906225e+03 
2864550000 7.925150e+03 
2866700000 7.932200e+03 
2868850000 7.923950e+03 
2871000000 7.918225e+03 
2873150000 7.921600e+03 
2875300000 7.945075e+03 
2877450000 7.922725e+03 
2879600000 7.944175e+03 
2881750000 7.922875e+03 
2883900000 7.956100e+03 
2886050000 7.941500e+03 
2888200000 7.940875e+03 
2.890350e+09 7.929550e+03 
2892500000 7926 
2894650000 7.913775e+03 
2896800000 7.902175e+03 
2898950000 7.932350e+03 
2901100000 7.910800e+03 
2903250000 7.912350e+03 
2905400000 7.929125e+03 
2907550000 7.930600e+03 
2909700000 7.919725e+03 
2911850000 7.947825e+03 
2914000000 7.958575e+03 
2916150000 7.939975e+03 
2918300000 7.924950e+03 
2920450000 7.939450e+03 
2922600000 7.946750e+03 
2924750000 7.925875e+03 
2926900000 7.931825e+03 
2929050000 7.930925e+03 
2931200000 7.942150e+03 
2933350000 7.921400e+03 
2935500000 7.942125e+03 
2937650000 7908 
2939800000 7.918450e+03 
2941950000 7.939425e+03 
2.944100e+09 7.936275e+03 
2946250000 7.882950e+03 
2948400000 7.882675e+03 
2950550000 7.860700e+03 
2952700000 7.787400e+03 
2954850000 7.769850e+03 
2957000000 7.724225e+03 
2959150000 7.708650e+03 
2961300000 7.701025e+03 
2963450000 7.738350e+03 
2965600000 7.749150e+03 
2967750000 7.777600e+03 
2969900000 7.801025e+03 
2972050000 7.840125e+03 
2974200000 7.866975e+03 
2976350000 7.856625e+03 
2978500000 7.910625e+03 
2980650000 7.937050e+03 
2982800000 7.939925e+03 
2984950000 7.920575e+03 
2987100000 7.941450e+03 
2989250000 7.947125e+03 
2991400000 7.921375e+03 
2993550000 7.918525e+03 
2995700000 7.929475e+03 
2997850000 7.950175e+03 
3000000000 7.939325e+03 

END
