IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
2570000000 8.002050e+03 
2.572150e+09 8.021250e+03 
2574300000 8.035775e+03 
2576450000 8.015700e+03 
2578600000 8.005150e+03 
2.580750e+09 8.024200e+03 
2582900000 8.021775e+03 
2585050000 8.028800e+03 
2.587200e+09 8.021575e+03 
2589350000 8.018775e+03 
2591500000 8.010250e+03 
2593650000 8.002150e+03 
2.595800e+09 8.005950e+03 
2597950000 8.026650e+03 
2600100000 8.021750e+03 
2.602250e+09 8.025375e+03 
2604400000 8.035425e+03 
2606550000 8.014875e+03 
2608700000 8.029300e+03 
2.610850e+09 8.014850e+03 
2613000000 8.018350e+03 
2615150000 8.006725e+03 
2.617300e+09 8.035500e+03 
2619450000 7.991350e+03 
2621600000 8.015275e+03 
2623750000 7.999600e+03 
2.625900e+09 7.993875e+03 
2628050000 7.980975e+03 
2630200000 7.988925e+03 
2.632350e+09 7.960525e+03 
2634500000 7.997150e+03 
2636650000 7.967525e+03 
2638800000 7.964725e+03 
2.640950e+09 7.963600e+03 
2643100000 7.947675e+03 
2645250000 7.969250e+03 
2.647400e+09 7.976750e+03 
2649550000 7.990625e+03 
2651700000 8.001175e+03 
2653850000 7.991925e+03 
2.656000e+09 7.980300e+03 
2658150000 8.001275e+03 
2660300000 7.976050e+03 
2.662450e+09 7.950125e+03 
2664600000 7.958700e+03 
2666750000 7.955625e+03 
2668900000 7.963325e+03 
2.671050e+09 7.931050e+03 
2673200000 7.934975e+03 
2675350000 7.932075e+03 
2677500000 7.963875e+03 
2679650000 8.003650e+03 
2681800000 8.009625e+03 
2683950000 8.001050e+03 
2.686100e+09 8.007500e+03 
2688250000 8.006100e+03 
2690400000 8.015150e+03 
2692550000 8.021675e+03 
2694700000 8.006150e+03 
2696850000 7.967325e+03 
2699000000 7.995650e+03 
2.701150e+09 7.974750e+03 
2703300000 7.949850e+03 
2705450000 7.940125e+03 
2707600000 7.943925e+03 
2.709750e+09 7.961625e+03 
2711900000 7.963225e+03 
2714050000 7.990250e+03 
2.716200e+09 7.984925e+03 
2718350000 7.981650e+03 
2720500000 7.996750e+03 
2722650000 8.012650e+03 
2724800000 7.995300e+03 
2726950000 7.997650e+03 
2729100000 7.999950e+03 
2.731250e+09 7.985550e+03 
2733400000 8.009450e+03 
2735550000 7.981275e+03 
2737700000 7.981175e+03 
2.739850e+09 7.990425e+03 
2742000000 7.996625e+03 
2744150000 7.996450e+03 
2.746300e+09 8.003200e+03 
2748450000 7.996575e+03 
2750600000 7.996675e+03 
2752750000 8.022850e+03 
2754900000 8.009400e+03 
2757050000 8.017450e+03 
2759200000 8.024925e+03 
2.761350e+09 8.001400e+03 
2763500000 8.017450e+03 
2765650000 8.040125e+03 
2767800000 8.010575e+03 
2.769950e+09 8.013075e+03 
2772100000 8.014925e+03 
2774250000 7.993725e+03 
2.776400e+09 8.024725e+03 
2778550000 8.008850e+03 
2780700000 8.015375e+03 
2782850000 8.019525e+03 
2785000000 8.013050e+03 
2787150000 8.002675e+03 
2789300000 7.996425e+03 
2791450000 8.020375e+03 
2793600000 8.017050e+03 
2795750000 7.997850e+03 
2797900000 7.995500e+03 
2.800050e+09 8.033575e+03 
2802200000 8.008750e+03 
2804350000 8.039125e+03 
2806500000 8.021125e+03 
2808650000 8.008875e+03 
2810800000 8.021600e+03 
2812950000 8.015250e+03 
2815100000 8.012425e+03 
2817250000 8.014175e+03 
2819400000 7.997975e+03 
2821550000 7.994625e+03 
2823700000 8.027150e+03 
2825850000 8.019450e+03 
2828000000 8.043050e+03 
2.830150e+09 8.013900e+03 
2832300000 8.043325e+03 
2834450000 7.998650e+03 
2836600000 8.029975e+03 
2838750000 7.998150e+03 
2840900000 8.052725e+03 
2843050000 8.049200e+03 
2845200000 8.029250e+03 
2847350000 8.049400e+03 
2849500000 8.014800e+03 
2851650000 8.033900e+03 
2853800000 8.017150e+03 
2855950000 8.008775e+03 
2858100000 8.051700e+03 
2.860250e+09 8.026250e+03 
2862400000 8.012575e+03 
2864550000 8.004350e+03 
2866700000 8.018775e+03 
2868850000 8.042175e+03 
2871000000 8.042175e+03 
2873150000 8.050150e+03 
2875300000 8.035950e+03 
2877450000 8.023850e+03 
2879600000 8.019625e+03 
2881750000 8.030925e+03 
2883900000 8.051975e+03 
2886050000 7.994575e+03 
2888200000 8.004775e+03 
2.890350e+09 8.021875e+03 
2892500000 8.032150e+03 
2894650000 7.995575e+03 
2896800000 8.027725e+03 
2898950000 8.036650e+03 
2901100000 8.017925e+03 
2903250000 8.026375e+03 
2905400000 8.025550e+03 
2907550000 8.018800e+03 
2909700000 7.983750e+03 
2911850000 8.043400e+03 
2914000000 7.997025e+03 
2916150000 8.030325e+03 
2918300000 8.018300e+03 
2920450000 8.017075e+03 
2922600000 8.044150e+03 
2924750000 8.032725e+03 
2926900000 8.041400e+03 
2929050000 8.026250e+03 
2931200000 8.035750e+03 
2933350000 8.024200e+03 
2935500000 8.029775e+03 
2937650000 8.020725e+03 
2939800000 8.026100e+03 
2941950000 8.025550e+03 
2.944100e+09 8.008850e+03 
2946250000 8.028625e+03 
2948400000 8.021225e+03 
2950550000 8.036625e+03 
2952700000 8.035900e+03 
2954850000 8.037475e+03 
2957000000 8.006600e+03 
2959150000 8.019150e+03 
2961300000 8.019450e+03 
2963450000 8.020550e+03 
2965600000 8.002675e+03 
2967750000 8.011125e+03 
2969900000 8.034550e+03 
2972050000 8.057150e+03 
2974200000 8.032425e+03 
2976350000 8.011750e+03 
2978500000 8.057625e+03 
2980650000 8.019475e+03 
2982800000 8.047525e+03 
2984950000 8.033850e+03 
2987100000 8.055400e+03 
2989250000 8.044825e+03 
2991400000 8.051475e+03 
2993550000 8.030750e+03 
2995700000 8.054600e+03 
2997850000 8.009175e+03 
3000000000 8.038800e+03 

END
